AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
2021;030002208;030002158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;526;35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;;;1;2;9;1;;;;;;;;;;;;4.87;2.39;;;;;;;1;0.29;6.16;1.33;;2;;25;37;21;1;3;89;3;;18;3;1;4;;1;;32;61;150;;2;;23.28;35.42;22.63;1.18;4.99;89.5;3;;18.68;3.46;1.79;3.48;;1;;28.46;58.08;147.58;;;;;;;;;;;;;;;;;;;;;
2021;040000036;040780132;5;;;5;54;0;0;54;599;0;0;599;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;79;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;11;11;;;;;;;;;11;0.16;0.16;;;;;;;0.35;;0.51;;;1;;10;11;22;;2;46;2;;4;;;1;;;;5;12;58;;0.58;;3.99;3.69;5.93;;0.17;14.36;0.48;;1.2;;;0.31;;;;1.54;3.53;17.89;;;;;;;;;;;;;;;;;;;;;
2021;040000044;040780140;4;;;4;41;0;0;41;303;0;0;303;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;;;;;;;1;;6;5;3;2;;17;;;4;;;;;;;8;12;29;;0.11;;2.94;2.41;1.41;0.1;;6.97;;;2.09;;;;;;;0.68;2.77;9.74;;;;;;;;;;;;;;;;;;;;;
2021;040000119;040780231;4;0;0;4;134;0;0;134;793;0;0;793;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;227;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;6;6;;;;;;;;;6;0.14;0.14;;;;;;;0.5;;0.64;;;2;;7;13;6;;3;31;;;6;;;2;;;;16;24;55;;1.34;;5.85;12.38;5.25;;0.77;25.59;;;2.66;;;0.97;;;;13.83;17.46;43.05;;;;;;;;;;;;;;;;;;;;;
2021;040000127;040780249;4;;;4;48;0;0;48;585;0;0;585;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;3;;;;;;;;;;;;;;1;;1;5;2;;;9;;;4;;;1;;;;1;6;15;;0.11;;1;3.1;2;;;6.21;;;0.45;;;0.2;;;;0.15;0.8;7.01;;;;;;;;;;;;;;;;;;;;;
2021;050000223;050000108;4;;;4;33;0;0;33;1017;0;0;1017;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;0.6;;0.6;;;1;;7;7;9;;;24;1;;7;;;;;;;17;25;49;;0.08;;4.65;1.85;1.39;;;7.97;0.8;;3.1;;;;;;;2.29;6.19;14.16;;;;;;;;;;;;;;;;;;;;;
2021;060000163;060780327;4;0;0;4;24;0;0;24;246;0;0;246;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;40;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;0.1;;;;;;;;;;0.1;;;1;;7;3;1;;1;13;1;;4;5;1;;;;;2;12;25;;0.2;;7;3;1;;0.45;11.65;0.1;;1.28;4.8;1;;;;;1.2;7.38;19.03;;;;;;;;;;;;;;;;;;;;;
2021;060000304;060780657;5;;;5;161;0;0;161;2093;0;0;2093;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;82;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;7;7;;;;;;;;;7;0.1;0.1;;;;;;;;;0.1;1;;1;;7;6;3;1;1;19;1;;10;;;2;;;;31;44;63;;1;;5.66;6;3;0.15;0.3;16.11;0.07;;1.96;;;2;;;;8.1;12.13;28.24;;;;;;;;;;;;;;;;;;;;;
2021;060000411;060780780;6;;;6;73;0;0;73;1194;0;0;1194;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;69;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;;;;;;;;;;;;0.75;0.75;;;;;;;0.1;;0.85;;;1;;7;11;6;1;2;28;;;8;;;2;;;;29;39;67;;1;;6.86;11;6.23;0.04;0.27;25.4;;;2.13;;;0.12;;;;2.93;5.18;30.58;;;;;;;;;;;;;;;;;;;;;
2021;060000486;060780905;12;;;12;250;0;0;250;3120;0;0;3120;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;;;4;;;;;;;;;;;;;;2;;8;7;19;;1;37;1;;15;1;;3;;1;;27;48;85;;1.13;;7.28;6.47;6.74;;0.09;21.71;0.14;;5.38;0.25;;1.41;;0.6;;4.05;11.83;33.54;;;;;;;;;;;;;;;;;;;;;
2021;060000494;060780921;5;;;5;37;0;0;37;479;0;0;479;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;5;;;;;;;;;;;;;;;;3;1;4;;;8;;;6;;;1;;;;4;11;19;;;;1.72;0.85;3.25;;;5.82;;;1.1;;;0.6;;;;1.51;3.21;9.03;;;;;;;;;;;;;;;;;;;;;
2021;070000021;070007927;15;;;15;161;0;0;161;2165;0;0;2165;;;;;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;120;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;3;;;;;;;;;;;;;2.6;2.6;;;;;;;;;2.6;;;2;;9;7;;;1;19;2;;7;1;;2;;;;16;28;47;;1.12;;5.92;5.64;;;0.07;12.75;0.2;;1.8;0.54;;1.36;;;;10.66;14.56;27.31;;;;;;;;;;;;;;;;;;;;;
2021;070000039;070780119;16;;;16;137;0;0;137;1676;0;0;1676;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;208;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;;3;;4;4;;;;;;;;;4;0.33;0.33;;;;;;;0.8;;1.13;;;1;;6;13;5;;2;27;1;;10;;;1;;;;2;14;41;;1;;5.2;6.1;2.9;;1.04;16.24;0.5;;3.16;;;0.5;;;;0.8;4.96;21.2;;;;;;;;;;;;;;;;;;;;;
2021;070000047;070780127;12;;;12;213;0;0;213;2496;0;0;2496;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;312;0;;75;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;1;1;1;;;;;;;;;1;2.12;2.12;;;;;;;0.8;;2.92;0.4;;3;;41;86;50;1;7;188;2;1;20;2;1;3;;;;37;65;253;;2.57;;26.66;60.07;27.98;1;4.22;122.5;1.37;1;7.74;1.54;0.54;2.72;;;;26.27;40.64;163.14;;;;;;;;;;;;;;;;;;;;;
2021;070000062;070005558;8;0;0;8;152;0;0;152;2684;0;0;2684;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;335;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3;1;2;2;;;;;;;;;2;;;;;;;;;0.36;0.03;0.39;1;;1;;11;17;2;1;4;36;1;;7;1;1;1;;;;8;18;54;;1.14;;10.99;15.8;1.62;0.14;1.85;31.54;0.3;;4.38;0.35;0.35;0.45;;;;7.06;12.54;44.08;;;;;;;;;;;;;;;;;;;;;
2021;070000070;070780150;20;;;20;350;0;0;350;2909;0;0;2909;2;;;2;0;0;0;0;;1835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;161;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;4;4;;;;;;;;;4;0.5;0.5;;;;;;;0.8;;1.3;;;1;;11;10;3;2;3;30;1;;10;1;1;1;;1;;13;27;57;;0.5;;9.71;9.51;2.75;0.65;1.3;24.42;0.16;;4.77;0.64;0.64;1;;0.8;;3.74;11.11;35.53;;;;;;;;;;;;;;;;;;;;;
2021;070000096;070780184;8;;;8;461;0;0;461;2493;0;0;2493;6;;;6;136;0;0;136;;3977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;416;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;1;;;;;1;;7;1;3;;;;2;;;;;;5;2;1.7;;0.2;;;;;0.55;;2.55;1;4;1;;9;12;9;1;2;38;1;;9;1;1;2;;;;12;25;63;1.7;0.64;;7.4;8.8;6.6;0.1;1;26.24;1;;5.5;0.1;0.1;0.93;;;;8.5;16.03;42.27;;;;;;;;;;;;;;;;;;;;1;2
2021;070000112;070007927;15;;;15;180;0;0;180;2555;0;0;2555;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;;;;;;;;;10;;;;;;;;;;;;;;;;7;7;1;1;;16;1;;10;1;;2;;;;13;27;43;;;;6.23;5.88;1;0.19;;13.3;0.25;;1.65;0.29;;0.99;;;;1.25;4.43;17.73;;;;;;;;;;;;;;;;;;;;;
2021;070000146;070004742;8;;;8;64;0;0;64;895;0;0;895;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;168;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;2;;12;16;8;1;3;42;1;;11;;;2;;;;3;17;59;;2;;10.66;15.43;7.3;0.22;1.29;36.9;0.2;;7.76;;;1;;;;0.8;9.76;46.66;;;;;;;;;;;;;;;;;;;;;
2021;070000187;070780366;12;0;0;12;361;0;0;361;3489;0;0;3489;0;0;0;0;0;0;0;0;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;185;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;1;;1;;4;4;;;;;;;;;4;0;0;;;;;;;0.56;;0.56;;;1;;12;14;4;0;4;35;2;;11;;;3;;2;;7;25;60;;2.07;;11.58;13.35;3.09;0.14;2.66;32.89;1.37;;6.82;0.2;;1.86;;1.25;;5.88;17.38;50.27;;;;;;;;;;;;;;;;;;;;;
2021;070000195;070780374;38;0;0;38;1080;0;0;1080;9517;0;0;9517;0;;;0;0;0;0;0;;5340;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;247;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;;;;;1;1;9;;;;;;;;;;;;;4.91;3.77;;;;;;;0.5;0.03;5.44;;5;2;;29;39;22;2;4;103;1;;18;4;2;3;;1;;27;54;157;3.98;2.22;;23.5;33.25;5.96;1.15;2.26;72.32;0.68;;10.59;2.53;1.55;1.3;;0.57;;11.6;27.27;99.59;;;;;;;;;;;;;;1;;;;;;;
2021;070000203;070780382;11;0;0;11;53;0;0;53;892;0;0;892;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;182;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;1;1;;;;;;;;;1;1.99;1.23;;;;;;;0.7;;2.69;;;1;;7;15;2;1;2;28;1;;8;2;;2;;;;17;30;58;;0.76;;9.08;11.69;1.37;0.2;1.35;24.45;0.36;;4.52;0.2;;0.62;;;;3.74;9.44;33.89;;;;;;;;;;;;;;;;;;;;;
2021;080000284;080011174;15;;;15;221;0;0;221;3084;0;0;3084;;;;;0;0;0;0;;8916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;216;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71;;;;0.04;;;;;;0.75;;;;;;;;;;;;;;;;;;;;;;;0.15;1;;11.4;18.14;0.51;;;31.2;;;6.8;;;;;2.09;;11.61;20.5;51.7;;;;;;;;;;;;1;0;;;;;;;;
2021;080000300;080011174;8;;;8;138;0;0;138;1524;0;0;1524;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;;;;;;;;;;;;;0.04;0.04;;;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;0.7;;7.85;7.38;4.25;;;20.18;;;0.24;0.2;0.2;;;;;1.8;2.24;22.42;;;;;;;;;;;;;;;;;;;;;
2021;100000116;100000041;8;;;8;215;0;0;215;3447;0;0;3447;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;215;0;;30;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;2;;5;;3;3;;;;;;;;;3;2.22;2.19;;;;;;;1.03;;3.25;;;3;;14;31;10;1;2;61;;;8;2;1;3;;;;26;39;100;;3;;14.38;31.15;8.16;0.86;1.5;59.05;;;7.89;1.86;0.86;2.03;;;;24.16;35.94;94.99;;;;;;;;;;;;;;;;;;;;;
2021;100000140;100000058;10;0;0;10;260;0;0;260;3999;0;0;3999;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;184;0;;30;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;5;;;;;;;;;11;;;;;;;;;;;;;3.12;1.97;;;;;;;;;3.12;;;2;;20;31;8;2;4;67;;;13;2;1;;;;;25;40;107;;1.17;;20.2;30.83;9.25;1.1;2.43;64.98;;;12.19;1.15;0.9;;;;;20.56;33.9;98.88;;;;;;;;;;;;;;;;;;;;;
2021;110000049;110780087;25;;;25;1878;0;0;1878;9284;0;0;9284;;;;;0;0;0;0;;27902;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;139;0;;30;19;;;1;11172;0;;;;;;0;;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;1;23;11;4;;;;;;2;1;26;;;;;;;;;;;;;16.32;8.8;3.03;;;;;;1.75;0.1;18.17;;;4;;34;37;22;1;5;103;4;;28;3;2;4;;9;;26;74;177;;4.03;;34.37;38.3;25.29;0.15;4.26;106.4;4;;27.37;2.05;1.56;3.44;;7.66;;28.09;72.61;179.01;;;;;;;;;;;;1;;;;;;;;;
2021;110000189;110780707;30;;;30;403;0;0;403;7175;0;0;7175;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;337;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;4;;;1;1;;;1;;12;;9;9;;;;;;;;;9;6.9;3.7;;;0.1;0.1;;;1;;8;;;2;;12;24;15;3;15;71;3;;19;1;1;2;;;;33;58;129;;2;;10.9;23.29;14;2.2;12.72;65.11;3;;17.27;0.8;0.8;1.91;;;;32.46;55.44;120.55;;;;;;;;;;;;;;;;;;;;;
2021;110000247;110780772;37;;;37;702;0;0;702;7824;0;0;7824;2;;;2;296;0;0;296;;5730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;255;0;;30;17;10;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;;;;;;;;;8;;;;;;;;;;;;;3.88;2.82;;;;;;;;;3.88;;;5;;45;62;19;1;3;135;1;;17;1;1;2;;;;25;46;181;;3.1;;43.45;59.95;13.88;0.49;1.17;122.04;1;;14.59;0.78;0.78;1.9;;;;23.64;41.91;163.95;;;;;;;;;;;;;;;;;;;;1;4
2021;110780236;110780707;12;;;12;227;0;0;227;3899;0;0;3899;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;164;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;2;;8;8;;;;;;;;;8;1.1;1;;;;;;;;;1.1;;;;;6;12;12;2;3;35;;;2;2;1;;;;;2;6;41;;;;6;11.72;11.86;0.9;1.2;31.68;;;2;1.2;0.2;;;;;1.4;4.6;36.28;;;;;;;;;;;;;;;;;;;;;
2021;120000088;120780093;6;;;6;85;0;0;85;1665;0;0;1665;6;;;6;2;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;191;0;;30;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;4;;5;;;;;;;;;;;;;1.34;1.34;;;;;;;2.81;;4.15;;;2;;15;24;19;1;4;65;0;;12;2;1;4;;;;27;45;110;;1.5;;11.94;25.39;15.53;0.98;3.3;58.64;0.67;;8.61;1.4;0.4;2.56;;;;24.25;37.49;96.13;;;;;;;;;;;;;;;;;;;;;
2021;120000096;120780101;13;;;13;62;0;0;62;1195;0;0;1195;1;;;1;1;0;0;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;751;413;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;;;;;2;7;;4;4;;;;;;;;;4;4.47;1.18;;;;;;;;0.45;4.92;;;3;;32;49;20;3;21;128;2;;18;8;1;4;;1;;27;60;188;;3;;27.7;42.62;16.82;2.1;19.48;111.72;1.58;;15.92;7.25;1;3.42;;0.86;;27.72;56.75;168.47;;;;;;;;;;;;;;;;;;;;;
2021;140000373;140000159;63;;;63;3338;0;0;3338;19986;0;0;19986;9;;;9;1336;0;0;1336;348;15661;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;365;0;;30;23;20;175;1;9688;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;1;348;0;;0;0;0;0;0;0;1;31;3;9;;;;;;4;1;36;8;6;1;;;1;;;;;;7;25.07;2.58;8.76;;;;;;3.88;1;29.95;6.65;2;9;;88;84;43;6;9;241;1;;53;7;4;9;;4;1;60;135;376;1.83;7.64;;84.26;79.66;37.16;4.42;7.4;222.37;0.55;;47.64;5.55;3.56;7.9;;4.4;1;55.9;122.94;345.31;;;;;;;;;;;;;;;;;;;;1;0
2021;140026410;140026279;76;;;76;3776;0;0;3776;21050;0;0;21050;;;;;0;0;0;0;;15262;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;757;3916;20;;;;;1;16381;0;;1;0;0;0;1;420;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;1;33;4;11;1;2;2;;;1;;36;6;;;;;;;;;;;;28.93;2.8;10.43;0.3;1.3;1.3;;;1;;31.23;5;4;8;;105;87;26;5;8;243;1;;54;11;3;5;;1;;74;146;389;3.71;6.65;;94.64;82.06;29;1.86;7.9;225.82;1;;43.05;6.57;1.4;2.46;;0.2;;51.95;105.23;331.05;;;;;;;;;;;;;;;;;;;;;
2021;150000024;150780047;15;0;0;15;156;0;0;156;3120;0;0;3120;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.99;0.99;;;;;;;0.74;;1.73;;;1;;9;10;11;;1;32;0;;6;1;1;0;;;;8;15;47;;1;;9.21;10.4;8.93;;0.5;30.04;0.74;;4.01;0.1;0.1;0.17;;;;8;13.02;43.06;;;;;;;;;;;;;;;;;;;;;
2021;150000164;150780468;34;;;34;2059;0;0;2059;11050;0;0;11050;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;264;0;;23;16;;;1;8337;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;15;12;;;;;;;2;;17;2;3;;;;;;;;;;3;13.97;11.17;;;;;;;1.1;;15.07;2;3;2;2;33;60;19;1;4;124;1;;20;1;1;2;;4;;16;44;168;3;1.11;1.5;31.78;54.32;16.55;0.39;2.1;110.75;1;;14.39;0.78;0.78;1.36;;4;;14.3;35.83;146.58;;;;;;;;;;;;;;;;;;;;;
2021;150000180;150780500;25;;;25;370;0;0;370;5827;0;0;5827;;;;;0;0;0;0;;1383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;274;0;;30;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;1;1;;;3;;8;;;;;;;;;;;;;2.2;1;;;0.2;0.2;;;0.68;;3.08;;;3;;21;39;17;1;5;86;1;;15;1;;2;;2;;39;60;146;;1.05;;16.77;37.77;16.56;0.69;2.86;75.7;1;;13.28;0.69;;2;;1.22;;32;50.19;125.89;;;;;;;;;;;;;;;;;;;;;
2021;150780120;150000065;10;;;10;298;0;0;298;1079;0;0;1079;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;374;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;;;;;;;;;7;;;;;;;;;;;;;1.08;1.08;;;;;;;;;1.08;0.4;;1;;10;6;8;;3;28;2;;3;1;1;;;1;;6;13;41;;1;;7.72;6.62;7.4;;1.72;24.46;2;;2.94;0.8;0.8;;;0.37;;6;12.11;36.57;;;;;;;;;;;;;;;;;;;;;
