AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
2021;340000231;340780535;50;;;50;884;0;0;884;9438;0;0;9438;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;131;0;;49;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;;;;;;;2;;9;;4;4;;;;;;;;;4;4.15;3.95;;;;;;;2;;6.15;0.74;;7;;35;57;41;1;5;146;1;;19;2;1;3;;;;41;66;212;;2.01;;28.33;47.43;30.11;0.4;2.71;110.99;0.48;;9.21;1.6;0.59;1.43;;;;15.2;27.92;138.91;;;;;;;;;;;;;;;;;;;;;
2021;340000249;340780543;11;;;11;198;0;0;198;3489;0;0;3489;;;;;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;153;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;1;;1;;5;;6;6;;;;;;;;;6;1.65;0.85;;;;;0.1;;1.09;;2.84;;;3;;12;23;22;1;6;67;1;;11;1;1;2;;;;13;28;95;;2.13;;11.25;21.63;22.45;0.4;4.04;61.9;1;;8.98;1.01;1;2;;;;13.62;26.61;88.51;;;;;;;;;;;;;;;;;;;;;
2021;340780444;340009893;10;;;10;131;0;0;131;3046;0;0;3046;0;0;0;0;0;0;0;0;;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;174;0;0;30;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;3;;0;;;;;;;;0;;0;1.55;;;;;;;;0.8;;2.35;0;;2;;22;36;21;2;4;87;1;;14;2;1;2;;1;;16;36;123;;2;;20.39;37.47;18.26;1.2;3.1;82.42;1;;11.37;1.8;0.8;2.2;;1.2;;15.41;32.98;115.4;;;;;;;;;;;;;;;;;;;;;
2021;350000204;350023248;15;;;15;430;0;0;430;4466;0;0;4466;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;330;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;2;1;7;;;;;;;;;;;;;2.75;1.75;;;;;;;0.5;0.03;3.28;;;1;;22;34;1;1;3;62;7;1;11;2;2;5;;;;5;31;93;;1;;14.47;17.14;1;0.6;2.42;36.63;3.41;0.5;5.19;0.44;0.44;0.55;;;;1.43;11.52;48.15;;;;;;;;;;;;;;;;;;;;;
2021;350000212;350000089;20;;;20;274;0;0;274;4121;0;0;4121;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;222;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;9;9;;;;;;;;;9;;;;;;;;;0.53;;0.53;;;1;;12;18;8;0;5;44;;;12;3;1;2;;;;38;55;99;;1;;10.97;16.56;7.67;0.23;3.4;39.83;;;11.27;2.19;0.29;2;;;;34.84;50.3;90.13;;;;;;;;;;;;;;;;;;;;;
2021;350000410;350002291;15;;;15;184;0;0;184;3239;0;0;3239;;;;;0;0;0;0;;1220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;248;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2;1;1;6;;13;13;;;;;;;;;13;0.48;0.48;;;;;;0.86;0.83;0.13;2.3;;;1;;20;30;12;2;3;68;1;1;10;1;1;3;;;;26;42;110;;1.45;;14.75;21.29;11.49;0.19;0.79;49.96;1;1;9.78;1.01;1.01;2.19;;;;24.19;39.17;89.13;;;;;;;;;;;;;;;;;;;;;
2021;350000436;350002317;16;;;16;285;0;0;285;5407;0;0;5407;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;217;0;;30;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;3;1;;;;;;;;;;;;2.66;1.99;;;;;;;;;2.66;0.92;;1;;34;48;22;1;6;112;1;;12;1;1;3;;;1;20;38;150;;1;;23.13;38.09;17.92;0.2;3.91;84.25;0.54;;11.38;0.86;0.86;4.05;;;0.3;18.18;35.31;119.56;;;;;;;;;;;;;;;;;;;;;
2021;350000444;350048518;12;;;12;209;0;0;209;2605;0;0;2605;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;404;2724;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;2;;6;1;10;10;;;;;;;;;10;2.17;2.17;;;;;;;1.51;;3.68;1;;2;;22;34;19;1;11;89;2;;29;4;2;2;;;;46;83;172;;2.66;;21.23;30.57;17.43;1;9.65;82.54;3.29;;25.67;3.35;1.33;1.7;;;;41.55;75.56;158.1;;;;;;;;;;;;;;;;;;;;;
2021;360000145;360000061;25;;;25;418;0;0;418;6000;0;0;6000;3;;;3;15;0;0;15;;2216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;232;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;1;;5;1;;;;;;;;;;;;3.08;3.08;;;;;;;0.49;;3.57;1;;2;;17;32;12;0;4;67;;;25;1;1;3;;;;33;62;129;;2;;17.84;29.11;11.17;0.45;3.37;63.94;;;22.76;1;1;1.33;;;;33.31;58.4;122.34;;;;;;;;;;;;;;;;;;;;;
2021;360002232;360000541;25;0;0;25;1063;0;0;1063;7628;0;0;7628;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;997;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;1;;2;;9;;6;1;;;1;;;;;2;9;3.4;1;;;;;0.9;;1.2;;5.5;;;2;1;20;17;21;;11;72;1;;8;2;;2;;;;10;23;95;;1.5;1;19;16;21.8;;7.15;66.45;1;;7.5;1;;1;;;;11;21.5;87.95;;;;;;;;;;;;;;;;;;;;;
2021;370001158;370004327;14;;;14;413;0;0;413;3884;0;0;3884;;;;;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;1;10;10;;;;;;;;;10;1.05;0.5;;;;;;;0.33;;1.38;1;;1;;9;8;5;;1;24;2;;13;;;;;;;28;43;67;;0.5;;8.1;7.04;2.3;;0.06;18;0.4;;2.74;;;;;;;2.58;5.72;23.72;;;;;;;;;;;;;;;;;;;;;
2021;380000026;380780031;29;;;29;1170;0;0;1170;8985;0;0;8985;;;;;0;0;0;0;;15982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;177;0;;30;20;;;1;6420;0;;;;;;0;;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;1;15;6;5;;2;1;;;1;;18;;;;;;;;;;;;;12.14;5.13;4.31;0.04;0.4;0.2;;;0.76;;13.3;0.84;2;3;;38;43;29;1;8;124;1;;28;4;1;4;;9;;28;74;198;0.86;2.75;;32.81;38.38;26.6;0.28;4.21;105.89;1;;26.11;2.01;0.57;1.47;;7.04;;24.77;62.4;168.29;;;;;;;;;;;;1;;;;;;;;1;2
2021;380000109;380780213;0;;;0;254;0;0;254;2467;0;0;2467;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;211;0;;76;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;;;;;;;;;8;;;;;;;;;;;;;3.54;1.72;;;;;;;;;3.54;0.33;;5;;27;60;22;2;7;123;2;;33;6;1;4;;;;22;67;190;;2.07;;23.99;48.43;16.98;0.81;3.32;95.6;0.47;;9.44;3.19;0.55;1.27;;;;6.8;21.17;116.77;;;;;;;;;;;;;;;;;;;;;
2021;390000057;390780153;10;;;10;201;0;0;201;2202;0;0;2202;;;;;0;0;0;0;;13177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;5;;;;;;;;7;;1;;;;;;;;;;1;4.95;2.08;2.87;;;;;;;0.07;5.02;;;0;;13;13;6;;;32;2;;8;;;0;;3;;10;23;55;;0.8;;11.12;10.52;6.73;0.17;;29.34;0.17;;7.03;;;0.89;;2.29;;10.7;21.08;50.42;;;;;;;;;;;;;;;;;;;;;
2021;400000147;400780268;13;;;13;492;0;0;492;4173;0;0;4173;;;;;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;356;0;;40;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;;;;;;;2;;10;;;;;;;;;;;;;6.1;0.6;;;;;;;2;;8.1;;;1;;23;57;;2;6;89;2;;10;2;1;1;;;;22;37;126;;1;;22.2;56.2;;1.8;5.15;86.35;2;;9.6;2;1;1;;;;21.8;36.4;122.75;;;;;;;;;;;;;;;;;;;;;
2021;410000053;410000111;25;;;25;397;0;0;397;5826;0;0;5826;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;278;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;2;;6;1;;;;;;;;;;;;2.38;2.38;;;;;;;1.7;;4.08;1;;2;;13;28;2;2;6;53;1;;4;1;1;4;;1;;10;21;74;;1.78;;13.3;28.09;1.91;0.3;4.94;50.32;0.16;;4.25;0.29;0.29;2.74;;1;;7.44;15.88;66.2;;;;;;;;;;;;;;;;;;;;;
2021;420000192;750034589;20;;;20;435;0;0;435;5786;0;0;5786;0;;;0;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;296;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;11;;;;;;;3;;15;;;;;;;;;;;;;2.63;2.25;;;;;;;0.54;;3.17;;;1;;11;19;13;;4;48;1;;9;1;1;3;;;;6;20;68;;1;;10.13;14.47;10.35;;1.42;37.37;0.6;;4;0.5;0.5;1.18;;;;1.86;8.14;45.51;;;;;;;;;;;;;;;;;;;;;
2021;420000317;420016933;8;;;8;243;0;0;243;2837;0;0;2837;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;4;4;;;;;;;;;4;;;;;;;;;0.72;;0.72;;;1;;7;19;2;;2;31;2;;14;;;2;;;;21;39;70;;0.75;;6.45;14.68;1.61;;1.05;24.54;1.08;;9.15;;;0.9;;;;16.85;27.98;52.52;;;;;;;;;;;;;;;;;;;;;
2021;430000299;430000059;21;;;21;464;0;0;464;4946;0;0;4946;;;;;0;0;0;0;;3550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;8;8;;;;;;;;;8;0.2;0.2;;;;;;;0.54;;0.74;;;1;;15;15;22;1;;54;;;12;;;2;;;;13;27;81;;0.8;;10.1;12.55;3.3;0.18;;26.93;;;4.26;;;0.56;;;;2.56;7.38;34.31;;;;;;;;;;;;;;;;;;;;;
2021;430000307;430000067;25;;;25;250;0;0;250;4927;0;0;4927;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;;9;9;;;;;;;;;9;;;;;;;;;1.12;0.61;1.73;;;2;;11;20;19;1;1;54;;;10;1;1;3;;;;17;31;85;;1.5;;11.19;19.91;17.04;0.37;0.77;50.78;;;7.73;0.91;0.91;2.74;;;;17.06;28.44;79.22;;;;;;;;;;;;;;;;;;;;;
2021;430000356;430000091;15;;;15;184;0;0;184;2864;0;0;2864;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;316;0;;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3;;;;;;;;;;;;;;;;;;;;;1.6;0.2;1.8;;;3;;30;53;48;1;6;141;0;;27;3;2;6;;1;;24;61;202;;2.8;;24.01;39.34;36.25;1;4.22;107.62;1.08;;26.8;1.6;1.3;4.72;;1;;22.78;57.98;165.6;;;;;;;;;;;;;;;;;;;;;
2021;440001253;440028538;59;;;59;1169;0;0;1169;17283;0;0;17283;;;;;0;0;0;0;;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;263;843;5;42;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;;;;;;;2;;9;2;;;;;;;;;;;;6.91;5.23;;;;;;;1.04;;7.95;1.27;;5;;44;89;25;5;6;174;0;;29;4;3;5;;;;23;61;235;;4.56;;42.9;85.38;28.43;2.92;5.56;169.75;0.66;;25.18;2.68;2.48;3.54;;;;22.58;54.64;224.39;;;;;;;;;;;;;;;;;;;;;
2021;440001287;440041531;30;;;30;538;0;0;538;9082;0;0;9082;;;;;0;0;0;0;;589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;323;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;;;;;;4;;8;2;;;;;;;;;;;;3.11;1.66;;;;;;;2.09;;5.2;1.16;;3;;28;44;23;2;8;108;3;1;13;1;1;10;;;;19;47;155;;1.79;;24.61;38.65;22.22;1.37;4.49;93.13;1.87;0.54;10.06;1;1;4.58;;;;13.88;31.93;125.06;;;;;;;;;;;;;;;;;;;;;
2021;450000070;450000112;28;;0;28;1838;0;0;1838;11247;0;0;11247;6;;0;6;576;0;0;576;228;37200;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;189;0;;48;23;;;1;11434;0;;1;0;0;0;0;;0;;0;;0;;;;;;1;228;0;;0;0;0;0;0;0;1;18;1;7;;1;1;;;2;1;22;4;3;;;;;;;;;;3;14.79;0.4;5.85;;1.43;1.42;;;1.24;1;18.46;1.84;3;4;3;47;89;27;1;4;178;;;44;6;3;5;5;8;;27;95;273;2.69;4.44;2.3;48.84;84.57;24.66;1.1;2.76;171.36;;;39.51;5.91;2.81;4.15;4.96;7.93;;26.5;88.96;260.32;1;0;1;0;0;0;0;;;;;1;;;;;;;;1;4
2021;450000120;450000138;12;0;0;12;184;0;0;184;1900;0;0;1900;0;0;0;0;0;0;0;0;;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;2;;10;12;1;1;5;31;2;;8;1;1;3;;;;27;41;72;;0.54;;8.65;11.12;1;0.25;1.12;22.68;0.4;;3;0.5;0.5;0.28;;;;13.05;17.23;39.91;;;;;;;;;;;;;;;;;;;;;
2021;450000211;450000153;5;;;5;68;0;0;68;953;0;0;953;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;199;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;;;;;;;;;;;;;1.6;0.6;;;;;;;0.1;;1.7;;;1;;7;9;2;2;2;23;1;;9;2;2;1;;;;25;38;61;;1;;6.06;8.77;1.86;0.25;1.46;19.4;0.5;;8.4;0.25;0.25;0.86;;;;23.5;33.51;52.91;;;;;;;;;;;;;;;;;;;;;
2021;450000260;450000161;11;;;11;220;0;0;220;3850;0;0;3850;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;1.4;1.4;;;;;;;0.9;;2.3;;;2;;8;11;;1;3;25;;;11;;;2;;;;26;39;64;;1.08;;6.08;8.3;;0.28;2.45;18.19;;;11.29;;;1.82;;;;24.15;37.26;55.45;;;;;;;;;;;;;;;;;;;;;
2021;450000336;450000179;15;;;15;256;0;0;256;4154;0;0;4154;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;154;0;;40;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;1;;5;;;;;;;;;;;;;3.68;;;;;;;;0.94;;4.62;;;3;;15;33;19;1;7;78;1;;13;2;1;2;;;;5;23;101;;2.9;;15;32;9.08;0.8;5.2;64.98;0.65;;8.61;1.35;0.87;1.48;;;;2.68;14.77;79.75;;;;;;;;;;;;;;;;;;;;;
2021;460000052;460780091;33;;;33;1562;0;0;1562;7712;0;0;7712;2;;;2;16;0;0;16;;11024;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;258;0;;50;31;;;1;10723;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;10;2;;2;3;1;;;2;9;24;1;;;;;;;;;;;;3.82;1.96;;0.1;0.61;0.2;;;1.92;9.21;15.56;1;4;4;1;46;68;31;3;7;164;2;;23;1;1;4;;5;;22;57;221;2.28;3.53;1;42.7;64.03;27.01;1.55;4.78;146.88;1.58;;22.21;1;1;3.86;;3.7;;19.23;51.58;198.46;;;;;;;;;;;;1;;;;;;;;;
2021;460000227;460780430;20;;;20;194;0;0;194;3508;0;0;3508;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;0;0;;;;;;;;;0;0.12;0.12;;;;;;;;;0.12;0;;1;;5;7;2;;;15;;;8;1;1;;;;;3;12;27;;0.95;;5.2;5.8;1.33;;;13.28;;;3.98;0.22;0.22;;;;;1.47;5.67;18.95;;;;;;;;;;;;;;;;;;;;;
2021;470000571;470000407;8;;;8;241;0;0;241;2498;0;0;2498;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;235;0;;30;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;1;;;;;;;;;;;;1.52;0.5;;;;;;;0.95;;2.47;0.66;;;;23;51;14;1;4;93;;;14;2;1;2;;;;22;40;133;;;;20.86;40.73;11.87;0.6;2.41;76.47;;;8.81;1.25;1;1.3;;;;20.75;32.11;108.58;;;;;;;;;;;;;;;;;;;;;
2021;480000033;480780121;22;;;22;232;0;0;232;5406;0;0;5406;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;13;13;;;;;;;;;13;0.6;0.6;;;;;;;0.25;;0.85;;;1;;11;15;5;;1;33;1;;3;;;2;;;;17;23;56;;0.67;;8.58;14.01;4.6;;0.22;28.08;0.15;;1.55;;;0.27;;;;3.41;5.38;33.46;;;;;;;;;;;;;;;;;;;;;
2021;480000041;480780139;5;;;5;193;0;0;193;4106;0;0;4106;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;46;0;;25;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;1;4;;;;;;;;;;;;;1.2;0.2;;;;;;;0.43;0.02;1.65;;;;;11;33;8;;4;56;1;;9;;;1;;;;16;27;83;;;;9.13;30.11;7.01;;2.1;48.35;0.6;;4.49;;;0.5;;;;6.71;12.3;60.65;;;;;;;;;;;;;;;;;;;;;
2021;480000066;480780154;20;;;20;230;0;0;230;4169;0;0;4169;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;;3;;8;8;;;;;;;;;8;0.55;0.55;;;;;;;0.46;;1.01;;;1;;13;20;4;;4;42;;;5;1;1;;;;;11;17;59;;0.33;;12.35;17.16;3.1;;2.49;35.43;;;3.32;0.2;0.2;;;;;8.71;12.23;47.66;;;;;;;;;;;;;;;;;;;;;
2021;480000074;480780162;23;;;23;310;0;0;310;6242;0;0;6242;0;;;0;0;0;0;0;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;2;;6;;;;;;;;;;6;0.1;;;;;;;;0.8;;0.9;;;1;;11;28;8;1;4;53;2;;5;1;;1;;;;12;21;74;;0.04;;10.1;27.6;7.8;0.2;2.34;48.08;2;;4.58;1;;1;;;;11.25;19.83;67.91;;;;;;;;;;;;;;;;;;;;;
2021;490000254;490015765;8;;;8;132;0;0;132;2668;0;0;2668;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;;;;;;;;4;;;;;;;;;;;;;2.48;1.25;;;;;;;;;2.48;;;1;;15;22;7;;3;48;2;;4;;;;;;;6;12;60;;1;;12.4;17.77;3.55;;1.68;36.4;0.64;;1.56;;;;;;;3.16;5.36;41.76;;;;;;;;;;;;;;;;;;;;;
2021;490000320;490000395;13;0;0;13;223;0;0;223;3110;0;0;3110;0;0;0;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;346;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;2;5;;11;11;;;;;;;;;11;0.3;0.1;;;;;;;0.38;0.1;0.78;0;;3;;14;38;4;1;8;68;;;9;1;1;4;;;;25;39;107;;2.26;;14.06;26.4;3.36;0.5;2.16;48.74;;;6.58;0.63;0.63;1.19;;;;6.52;14.92;63.66;;;;;;;;;;;;;;;;;;;;;
