BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2021;310782446;310782446;1000;1.01;;24.21;;25.22;;;;;;;;;;;;;;12.56;37.78
Q24;2021;310782446;310782446;2000;;;;;;7.06;27.32;;;;20.27;;21.96;76.61;40.33;14.19;54.52;;;131.13
Q24;2021;310782446;310782446;2200;;;;;;7.06;27.32;;;;20.27;;21.96;76.61;40.33;14.19;54.52;;;131.13
Q24;2021;310782446;310782446;9999;1.01;;24.21;;25.22;7.06;27.32;;;;20.27;;21.96;76.61;40.33;14.19;54.52;;12.56;168.91
Q24;2021;310783048;310781406;1000;6.58;;216.66;;223.24;11.97;20.56;4.15;54.55;80.85;2.61;;0.64;175.33;22.88;35.39;58.27;17.87;467.79;942.5
Q24;2021;310783048;310781406;2000;7.24;0.17;184.57;;191.98;58.44;1007.41;134.14;724.79;34.64;29.21;0.35;71.62;2060.6;9.15;1.47;10.62;427.01;230.41;2920.62
Q24;2021;310783048;310781406;2100;7.24;0.17;172.53;;179.94;56.33;966.29;134.14;717;33.49;20.24;0.35;66.9;1994.74;0.82;0;0.82;427.01;230.41;2832.92
Q24;2021;310783048;310781406;2200;;;12.04;;12.04;2.11;41.12;0;7.79;1.15;8.97;;4.72;65.86;8.33;1.47;9.8;;;87.7
Q24;2021;310783048;310781406;9999;13.82;0.17;401.23;;415.22;70.41;1027.97;138.29;779.34;115.49;31.82;0.35;72.26;2235.93;32.03;36.86;68.89;444.88;698.2;3863.12
Q24;2021;310783055;310781406;1000;2;;176.05;;178.05;5.84;12.98;1.15;43;79.83;1.06;;1.51;145.37;2.25;12.3;14.55;4.22;184.24;526.43
Q24;2021;310783055;310781406;2000;0.89;;42.83;;43.72;52.54;1048.55;113.8;816.93;53.36;9.16;;74.2;2168.54;;;;132.06;36.68;2381
Q24;2021;310783055;310781406;2100;0.33;;41.45;;41.78;51.37;1029.17;113.8;799.73;53.36;7.57;;73.44;2128.44;;;;132.06;36.68;2338.96
Q24;2021;310783055;310781406;2400;0.56;;1.38;;1.94;1.17;19.38;;17.2;;1.59;;0.76;40.1;;;;;;42.04
Q24;2021;310783055;310781406;9999;2.89;;218.88;;221.77;58.38;1061.53;114.95;859.93;133.19;10.22;;75.71;2313.91;2.25;12.3;14.55;136.28;220.92;2907.43
Q24;2021;310783063;310781406;1000;59.9;4;199.01;;262.91;12.15;39.13;10.13;49.91;3.13;5.99;4;6.8;131.24;2.5;17.38;19.88;25.27;490.65;929.95
Q24;2021;310783063;310781406;2000;;;40.14;;40.14;7.46;134.15;8.98;81.92;2.25;18.35;;16.66;269.77;11.38;0.58;11.96;27.14;181.48;530.49
Q24;2021;310783063;310781406;2100;;;24.63;;24.63;3.73;68.09;8.6;27.87;1.25;4.78;;3.05;117.37;0.97;0.08;1.05;27.14;181.48;351.67
Q24;2021;310783063;310781406;2200;;;15.51;;15.51;3.73;66.06;0.38;54.05;1;13.57;;13.61;152.4;10.41;0.5;10.91;;;178.82
Q24;2021;310783063;310781406;9999;59.9;4;239.15;;303.05;19.61;173.28;19.11;131.83;5.38;24.34;4;23.46;401.01;13.88;17.96;31.84;52.41;672.13;1460.44
Q24;2021;310783097;750005068;2000;0.5;;4.2;;4.7;1;8.4;;;;2;;1;12.4;1.5;1;2.5;;1;20.6
Q24;2021;310783097;750005068;2200;0.5;;4.2;;4.7;1;8.4;;;;2;;1;12.4;1.5;1;2.5;;1;20.6
Q24;2021;310783097;750005068;9999;0.5;;4.2;;4.7;1;8.4;;;;2;;1;12.4;1.5;1;2.5;;1;20.6
Q24;2021;310784558;310180013;1000;;;15.45;;15.45;1.03;;;1.43;5.08;;;1.14;8.68;;0.06;0.06;0.04;9.99;34.22
Q24;2021;310784558;310180013;2000;;;;;;0.39;10.5;;27.85;9.23;0.29;;13.27;61.53;1;0.8;1.8;2.87;;66.2
Q24;2021;310784558;310180013;2400;;;;;;0.39;10.5;;27.85;9.23;0.29;;13.27;61.53;1;0.8;1.8;2.87;;66.2
Q24;2021;310784558;310180013;9999;;;15.45;;15.45;1.42;10.5;;29.28;14.31;0.29;;14.41;70.21;1;0.86;1.86;2.91;9.99;100.42
Q24;2021;310784830;310788880;1000;0.65;;;;0.65;;;;;;;;;;;;;;;0.65
Q24;2021;310784830;310788880;2000;;;20.3;;20.3;2.16;18.48;;15.48;10.3;0.56;;18.11;65.09;;0.84;0.84;10.82;3.67;100.72
Q24;2021;310784830;310788880;2400;;;20.3;;20.3;2.16;18.48;;15.48;10.3;0.56;;18.11;65.09;;0.84;0.84;10.82;3.67;100.72
Q24;2021;310784830;310788880;9999;0.65;;20.3;;20.95;2.16;18.48;;15.48;10.3;0.56;;18.11;65.09;;0.84;0.84;10.82;3.67;101.37
Q24;2021;310786389;310001433;1000;1;;9.33;;10.33;;;;;0.78;;;;0.78;;;;;2.92;14.03
Q24;2021;310786389;310001433;2000;;;;;;1.67;18.63;;20.69;10.39;0.46;;3.09;54.93;;1.49;1.49;1.09;;57.51
Q24;2021;310786389;310001433;2100;;;;;;0.2;2.24;;2.28;1.68;0.07;;0.46;6.93;;0.22;0.22;0.16;;7.31
Q24;2021;310786389;310001433;2400;;;;;;1.47;16.39;;18.41;8.71;0.39;;2.63;48;;1.27;1.27;0.93;;50.2
Q24;2021;310786389;310001433;9999;1;;9.33;;10.33;1.67;18.63;;20.69;11.17;0.46;;3.09;55.71;;1.49;1.49;1.09;2.92;71.54
Q24;2021;310786702;750043713;2000;0.89;0.85;10.36;;12.1;2.9;25.39;;55.76;11.51;1.65;;3.95;101.16;0.5;1.33;1.83;1.31;11.19;127.59
Q24;2021;310786702;750043713;2400;0.51;0.75;5.89;;7.15;1.88;13;;23.98;5.99;0.41;;2.6;47.86;0;1.33;1.33;0.74;4.92;62
Q24;2021;310786702;750043713;2500;0.38;0.1;4.47;;4.95;1.02;12.39;;31.78;5.52;1.24;;1.35;53.3;0.5;;0.5;0.57;6.27;65.59
Q24;2021;310786702;750043713;9999;0.89;0.85;10.36;;12.1;2.9;25.39;;55.76;11.51;1.65;;3.95;101.16;0.5;1.33;1.83;1.31;11.19;127.59
Q24;2021;310787965;310788898;1000;;;0.87;;0.87;;;;;;;;;;;;;;;0.87
Q24;2021;310787965;310788898;2000;;;;;;1;1;;2.12;;0.27;;5.98;10.37;1.06;0.25;1.31;;;11.68
Q24;2021;310787965;310788898;2400;;;;;;1;1;;2.12;;0.27;;5.98;10.37;1.06;0.25;1.31;;;11.68
Q24;2021;310787965;310788898;9999;;;0.87;;0.87;1;1;;2.12;;0.27;;5.98;10.37;1.06;0.25;1.31;;;12.55
Q24;2021;310790472;310790464;2000;;;10.14;;10.14;1.91;30.86;;17.12;;1.84;;20.16;71.89;;0.34;0.34;1.3;3.92;87.59
Q24;2021;310790472;310790464;2400;;;10.14;;10.14;1.91;30.86;;17.12;;1.84;;20.16;71.89;;0.34;0.34;1.3;3.92;87.59
Q24;2021;310790472;310790464;9999;;;10.14;;10.14;1.91;30.86;;17.12;;1.84;;20.16;71.89;;0.34;0.34;1.3;3.92;87.59
Q24;2021;310792635;310002191;2000;1.3;;3.42;;4.72;1;23.45;;30.23;1.38;0.8;;1.43;58.29;;1;1;1;;65.01
Q24;2021;310792635;310002191;2400;1.3;;3.42;;4.72;1;23.45;;30.23;1.38;0.8;;1.43;58.29;;1;1;1;;65.01
Q24;2021;310792635;310002191;9999;1.3;;3.42;;4.72;1;23.45;;30.23;1.38;0.8;;1.43;58.29;;1;1;1;;65.01
Q24;2021;310792874;310788997;2000;0.1;;1.48;;1.58;0.79;;5.53;7.04;;0.48;;1.89;15.73;1;0.48;1.48;;1.47;20.26
Q24;2021;310792874;310788997;2400;0.1;;1.48;;1.58;0.79;;5.53;7.04;;0.48;;1.89;15.73;1;0.48;1.48;;1.47;20.26
Q24;2021;310792874;310788997;9999;0.1;;1.48;;1.58;0.79;;5.53;7.04;;0.48;;1.89;15.73;1;0.48;1.48;;1.47;20.26
Q24;2021;310793559;310000633;2000;0.01;0.01;0.13;;0.15;0.01;0.01;;;;0.01;;0.01;0.04;;0.02;0.02;0.1;0.08;0.39
Q24;2021;310793559;310000633;2100;0.01;0.01;0.13;;0.15;0.01;0.01;;;;0.01;;0.01;0.04;;0.02;0.02;0.1;0.08;0.39
Q24;2021;310793559;310000633;9999;0.01;0.01;0.13;;0.15;0.01;0.01;;;;0.01;;0.01;0.04;;0.02;0.02;0.1;0.08;0.39
Q24;2021;310793567;310000633;2000;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310793567;310000633;2100;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310793567;310000633;9999;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310793575;310000633;2000;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310793575;310000633;2100;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310793575;310000633;9999;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310794094;310780754;2000;;;0.8;;0.8;1.81;17.17;;44.83;15.5;0.8;;1.6;81.71;;0.33;0.33;;;82.84
Q24;2021;310794094;310780754;2500;;;0.8;;0.8;1.81;17.17;;44.83;15.5;0.8;;1.6;81.71;;0.33;0.33;;;82.84
Q24;2021;310794094;310780754;9999;;;0.8;;0.8;1.81;17.17;;44.83;15.5;0.8;;1.6;81.71;;0.33;0.33;;;82.84
Q24;2021;310794417;310002712;2000;1;;7.8;;8.8;1.08;39.91;;6.91;6.5;1;;;55.4;;;;1;2;67.2
Q24;2021;310794417;310002712;2100;1;;7.8;;8.8;1.08;39.91;;6.91;6.5;1;;;55.4;;;;1;2;67.2
Q24;2021;310794417;310002712;9999;1;;7.8;;8.8;1.08;39.91;;6.91;6.5;1;;;55.4;;;;1;2;67.2
Q24;2021;310794524;310000633;2000;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310794524;310000633;2100;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310794524;310000633;9999;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;310795463;310785068;2000;1.94;;1.21;;3.15;1;6.04;;3.8;;0.2;;0.55;11.59;5.61;;5.61;;2.2;22.55
Q24;2021;310795463;310785068;2200;1.94;;1.21;;3.15;1;6.04;;3.8;;0.2;;0.55;11.59;5.61;;5.61;;2.2;22.55
Q24;2021;310795463;310785068;9999;1.94;;1.21;;3.15;1;6.04;;3.8;;0.2;;0.55;11.59;5.61;;5.61;;2.2;22.55
Q24;2021;310797527;310797519;2000;;;9.8;;9.8;;;;;;;;;;;;;40;;49.8
Q24;2021;310797527;310797519;2100;;;9.8;;9.8;;;;;;;;;;;;;40;;49.8
Q24;2021;310797527;310797519;9999;;;9.8;;9.8;;;;;;;;;;;;;40;;49.8
Q24;2021;320000086;320780117;1000;5.08;1.13;63.97;;70.18;1.58;11.89;0.47;57.91;19.66;;;2.24;93.75;;0.52;0.52;0.72;104.7;269.87
Q24;2021;320000086;320780117;2000;;;70.21;;70.21;30.11;232.4;36.14;282.71;95.97;5;21.2;11.76;715.29;;4.26;4.26;59.68;12.3;861.74
Q24;2021;320000086;320780117;2100;;;68.12;;68.12;28.53;203.79;36.14;217.99;71.69;5;21.2;11.34;595.68;;3.49;3.49;59.68;12.3;739.27
Q24;2021;320000086;320780117;2400;;;2.09;;2.09;1.58;20.31;;34.06;6.94;;;0.42;63.31;;0.77;0.77;;;66.17
Q24;2021;320000086;320780117;2500;;;;;;;8.3;;30.66;17.34;;;;56.3;;;;;;56.3
Q24;2021;320000086;320780117;9999;5.08;1.13;134.18;;140.39;31.69;244.29;36.61;340.62;115.63;5;21.2;14;809.04;;4.78;4.78;60.4;117;1131.61
Q24;2021;320000094;320780125;1000;3.87;1;48.42;;53.29;3.32;12.88;;4.13;6.95;0.29;;0.57;28.14;2.42;0.94;3.36;0.11;70.83;155.73
Q24;2021;320000094;320780125;2000;;;3.64;;3.64;10.53;157.81;;67.68;50.97;16.72;;6.61;310.32;16.71;9.5;26.21;3.6;3.68;347.45
Q24;2021;320000094;320780125;2100;;;1.04;;1.04;0.14;0.25;;;;0.06;;0.36;0.81;;;;3.6;1;6.45
Q24;2021;320000094;320780125;2200;;;2.6;;2.6;10.39;157.56;;67.68;50.97;16.66;;5.75;309.01;16.71;9.5;26.21;;2.68;340.5
Q24;2021;320000094;320780125;2400;;;;;;;;;;;;;0.5;0.5;;;;;;0.5
Q24;2021;320000094;320780125;9999;3.87;1;52.06;;56.93;13.85;170.69;;71.81;57.92;17.01;;7.18;338.46;19.13;10.44;29.57;3.71;74.51;503.18
Q24;2021;320000102;320780133;1000;0.5;;10.4;;10.9;0.66;0.2;;0;1.53;;;0.6;2.99;;;;;11;24.89
Q24;2021;320000102;320780133;2000;0.1;;3.64;;3.74;1.83;32.35;;49.76;15.48;0.56;;2;101.98;0.58;0.94;1.52;4.9;3;115.14
Q24;2021;320000102;320780133;2100;;;1.68;;1.68;1.13;21.04;;25.87;3.91;0.32;;0.18;52.45;;0.35;0.35;4.4;;58.88
Q24;2021;320000102;320780133;2400;;;0.84;;0.84;0.5;3.53;;8.96;3.91;0.13;;1.12;18.15;;0.5;0.5;;;19.49
Q24;2021;320000102;320780133;2500;0.1;;1.12;;1.22;0.2;7.78;;14.93;7.66;0.11;;0.7;31.38;0.58;0.09;0.67;0.5;3;36.77
Q24;2021;320000102;320780133;9999;0.6;;14.04;;14.64;2.49;32.55;;49.76;17.01;0.56;;2.6;104.97;0.58;0.94;1.52;4.9;14;140.03
Q24;2021;320000110;320004310;1000;2;;13.79;;15.79;1;1.62;;0.66;5.27;;;;8.55;;;;0.06;49.48;73.88
Q24;2021;320000110;320004310;2000;;;;;;1.03;9.59;;24.78;11.66;0.6;;2.38;50.04;;1;1;4.42;;55.46
Q24;2021;320000110;320004310;2100;;;;;;0.52;4.79;;16.57;7.58;0.38;;1.07;30.91;;0.63;0.63;2.21;;33.75
Q24;2021;320000110;320004310;2400;;;;;;0.51;4.8;;8.21;4.08;0.22;;1.31;19.13;;0.37;0.37;2.21;;21.71
Q24;2021;320000110;320004310;9999;2;;13.79;;15.79;2.03;11.21;;25.44;16.93;0.6;;2.38;58.59;;1;1;4.48;49.48;129.34
Q24;2021;320000128;320780158;1000;;;9.49;;9.49;;0.42;;3.66;;;;0.53;4.61;0.5;;0.5;1;21.54;37.14
Q24;2021;320000128;320780158;2000;;;;;;2.3;10.88;;20.48;17;0.7;;3.21;54.57;0.3;;0.3;0.2;;55.07
Q24;2021;320000128;320780158;2100;;;;;;0.65;3.69;;6.01;7.11;0.4;;0.55;18.41;;;;;;18.41
Q24;2021;320000128;320780158;2400;;;;;;0.75;3.04;;4.62;1.83;;;1.08;11.32;;;;;;11.32
Q24;2021;320000128;320780158;2500;;;;;;0.9;4.15;;9.85;8.06;0.3;;1.58;24.84;0.3;;0.3;0.2;;25.34
Q24;2021;320000128;320780158;9999;;;9.49;;9.49;2.3;11.3;;24.14;17;0.7;;3.74;59.18;0.8;;0.8;1.2;21.54;92.21
Q24;2021;320000144;320780174;1000;3;;9.32;;12.32;2;1.1;;7.72;1.27;;;3.54;15.63;0.5;0.8;1.3;1.62;30.05;60.92
Q24;2021;320000144;320780174;2000;;;;;;2.4;18;;36.69;13.28;1;;0.96;72.33;;;;;2.22;74.55
Q24;2021;320000144;320780174;2100;;;;;;1;9;;14.86;3.05;0.45;;;28.36;;;;;1.04;29.4
Q24;2021;320000144;320780174;2400;;;;;;0.9;4.55;;8.82;1.88;0.45;;0.48;17.08;;;;;1.05;18.13
Q24;2021;320000144;320780174;2500;;;;;;0.5;4.45;;13.01;8.35;0.1;;0.48;26.89;;;;;0.13;27.02
Q24;2021;320000144;320780174;9999;3;;9.32;;12.32;4.4;19.1;;44.41;14.55;1;;4.5;87.96;0.5;0.8;1.3;1.62;32.27;135.47
Q24;2021;320000151;320780182;1000;1;;5.9;;6.9;;;;;;;;;;;;;0.5;11;18.4
Q24;2021;320000151;320780182;2000;;;;;;1;5.77;;8.8;5.6;0.05;;1.9;23.12;;;;;;23.12
Q24;2021;320000151;320780182;2100;;;;;;0.5;1.86;;3.26;0.84;0.05;;;6.51;;;;;;6.51
Q24;2021;320000151;320780182;2400;;;;;;0.5;3.91;;5.54;4.76;;;1.9;16.61;;;;;;16.61
Q24;2021;320000151;320780182;9999;1;;5.9;;6.9;1;5.77;;8.8;5.6;0.05;;1.9;23.12;;;;0.5;11;41.52
Q24;2021;320000169;320780190;2000;0.32;;1.95;;2.27;0.8;6.39;;12.35;4.16;;;1.97;25.67;;1;1;1;5;34.94
Q24;2021;320000169;320780190;2400;0.32;;1.95;;2.27;0.8;6.39;;12.35;4.16;;;1.97;25.67;;1;1;1;5;34.94
Q24;2021;320000169;320780190;9999;0.32;;1.95;;2.27;0.8;6.39;;12.35;4.16;;;1.97;25.67;;1;1;1;5;34.94
Q24;2021;320000177;320780208;1000;1.17;;8.85;;10.02;;;;;6.11;;;;6.11;;;;;28.09;44.22
Q24;2021;320000177;320780208;2000;;;;;;1.5;12.17;;26.26;14.96;0.16;;3.44;58.49;0.35;0.85;1.2;3.27;;62.96
Q24;2021;320000177;320780208;2100;;;;;;0.47;3.34;;4.99;3.58;;;0.85;13.23;;0.34;0.34;0.49;;14.06
Q24;2021;320000177;320780208;2400;;;;;;0.53;2.29;;9.98;5.9;;;1.63;20.33;;0.51;0.51;1.15;;21.99
Q24;2021;320000177;320780208;2500;;;;;;0.5;6.54;;11.29;5.48;0.16;;0.96;24.93;0.35;;0.35;1.63;;26.91
Q24;2021;320000177;320780208;9999;1.17;;8.85;;10.02;1.5;12.17;;26.26;21.07;0.16;;3.44;64.6;0.35;0.85;1.2;3.27;28.09;107.18
Q24;2021;320000185;320780216;1000;;;3.09;;3.09;;;;;;;;;;;;;;;3.09
Q24;2021;320000185;320780216;2000;;;;;;;5.84;;8.75;4.59;0.3;;1.29;20.77;;;;0.4;3.9;25.07
Q24;2021;320000185;320780216;2400;;;;;;;5.84;;8.75;4.59;0.3;;1.29;20.77;;;;0.4;3.9;25.07
Q24;2021;320000185;320780216;9999;;;3.09;;3.09;;5.84;;8.75;4.59;0.3;;1.29;20.77;;;;0.4;3.9;28.16
Q24;2021;320001050;310000633;2000;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320001050;310000633;2100;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320001050;310000633;9999;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320001688;310000633;2000;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320001688;310000633;2100;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320001688;310000633;9999;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320004328;310000096;2000;;;1.77;;1.77;3.06;18.2;;7.96;;0.13;;0.3;29.65;;0.3;0.3;0.57;0.05;32.34
Q24;2021;320004328;310000096;2300;;;1.77;;1.77;3.06;18.2;;7.96;;0.13;;0.3;29.65;;0.3;0.3;0.57;0.05;32.34
Q24;2021;320004328;310000096;9999;;;1.77;;1.77;3.06;18.2;;7.96;;0.13;;0.3;29.65;;0.3;0.3;0.57;0.05;32.34
Q24;2021;320004872;310000633;2000;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320004872;310000633;2100;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320004872;310000633;9999;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320005523;310000633;2000;0.02;0.02;0.24;;0.28;0.02;0.02;;;;0.01;;0.03;0.08;;0.04;0.04;0.18;0.15;0.73
Q24;2021;320005523;310000633;2100;0.02;0.02;0.24;;0.28;0.02;0.02;;;;0.01;;0.03;0.08;;0.04;0.04;0.18;0.15;0.73
Q24;2021;320005523;310000633;9999;0.02;0.02;0.24;;0.28;0.02;0.02;;;;0.01;;0.03;0.08;;0.04;0.04;0.18;0.15;0.73
Q24;2021;320780067;320000052;2000;1;1;24.81;;26.81;1;33.39;5.61;12.25;25.41;;;;77.66;;;;2.83;3.83;111.13
Q24;2021;320780067;320000052;2100;1;1;24.81;;26.81;1;33.39;5.61;12.25;25.41;;;;77.66;;;;2.83;3.83;111.13
Q24;2021;320780067;320000052;9999;1;1;24.81;;26.81;1;33.39;5.61;12.25;25.41;;;;77.66;;;;2.83;3.83;111.13
Q24;2021;320780109;320000078;1000;1;;5;;6;;;;;;;;;;;;;;;6
Q24;2021;320780109;320000078;2000;;;;;;1;19.8;;5.8;4.3;1;;;31.9;0.3;1;1.3;;1;34.2
Q24;2021;320780109;320000078;2200;;;;;;1;19.8;;5.8;4.3;1;;;31.9;0.3;1;1.3;;1;34.2
Q24;2021;320780109;320000078;9999;1;;5;;6;1;19.8;;5.8;4.3;1;;;31.9;0.3;1;1.3;;1;40.2
Q24;2021;320780323;750810590;2000;1.44;;5.16;;6.6;0.84;5.7;;26.39;;0.86;;9.38;43.17;1.6;0.5;2.1;;10.54;62.41
Q24;2021;320780323;750810590;2400;1.44;;5.16;;6.6;0.84;5.7;;26.39;;0.86;;9.38;43.17;1.6;0.5;2.1;;10.54;62.41
Q24;2021;320780323;750810590;9999;1.44;;5.16;;6.6;0.84;5.7;;26.39;;0.86;;9.38;43.17;1.6;0.5;2.1;;10.54;62.41
Q24;2021;320784333;320000565;2000;4.52;1;13.84;;19.36;1.92;24.42;;45.18;11.05;1.93;;21.24;105.74;3.57;0.3;3.87;2.06;5.83;136.86
Q24;2021;320784333;320000565;2400;4.52;1;13.84;;19.36;1.92;24.42;;45.18;11.05;1.93;;21.24;105.74;3.57;0.3;3.87;2.06;5.83;136.86
Q24;2021;320784333;320000565;9999;4.52;1;13.84;;19.36;1.92;24.42;;45.18;11.05;1.93;;21.24;105.74;3.57;0.3;3.87;2.06;5.83;136.86
Q24;2021;320784515;310000633;2000;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320784515;310000633;2100;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320784515;310000633;9999;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320785587;310000633;2000;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320785587;310000633;2100;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;320785587;310000633;9999;0.03;0.03;0.38;;0.44;0.03;0.03;;;;0.02;;0.04;0.12;;0.06;0.06;0.29;0.23;1.14
Q24;2021;330000217;330780347;1000;2;;12.66;;14.66;;;;;;;;;;;;;1;0.98;16.64
Q24;2021;330000217;330780347;2000;;;;;;2;31.12;;29;;2.45;;4.46;69.03;0.75;2;2.75;;;71.78
Q24;2021;330000217;330780347;2100;;;;;;1;15.7;;9.81;;1.65;;0.99;29.15;;1;1;;;30.15
Q24;2021;330000217;330780347;2400;;;;;;1;15.42;;19.19;;0.8;;3.47;39.88;0.75;1;1.75;;;41.63
Q24;2021;330000217;330780347;9999;2;;12.66;;14.66;2;31.12;;29;;2.45;;4.46;69.03;0.75;2;2.75;1;0.98;88.42
Q24;2021;330000332;330780545;1000;4.6;;15.7;;20.3;0.9;2.5;;;3;;;;6.4;;2.4;2.4;;13.8;42.9
Q24;2021;330000332;330780545;2000;;;14.1;;14.1;5;66.2;2.5;41.1;14.2;4.4;;0.6;134;0.5;0.2;0.7;7.3;1.4;157.5
Q24;2021;330000332;330780545;2100;;;9.3;;9.3;3;35.5;0.6;24.9;14.2;3.4;;0.6;82.2;0.5;;0.5;3.6;1.4;97
Q24;2021;330000332;330780545;2300;;;4.8;;4.8;2;30.7;1.9;16.2;;1;;;51.8;;0.2;0.2;3.7;;60.5
Q24;2021;330000332;330780545;9999;4.6;;29.8;;34.4;5.9;68.7;2.5;41.1;17.2;4.4;;0.6;140.4;0.5;2.6;3.1;7.3;15.2;200.4
Q24;2021;330000340;330780552;1000;7.87;;51.98;;59.85;0.26;0;0.53;0;2.91;0;0;0;3.7;0;0;0;0;26.25;89.8
Q24;2021;330000340;330780552;2000;1.33;;140.55;;141.88;25.66;318.12;52.75;197.81;84.61;9.13;53.31;10.58;751.97;2.74;12.36;15.1;54.4;6.56;969.91
Q24;2021;330000340;330780552;2100;0.5;;130.92;;131.42;20.48;222.35;36.23;185.94;84.32;7.66;50.81;10.58;618.37;0.25;8.64;8.89;54.4;3.9;816.98
Q24;2021;330000340;330780552;2300;0.83;;9.63;;10.46;5.18;95.77;16.52;11.87;0.29;1.47;2.5;0;133.6;2.49;3.72;6.21;0;2.66;152.93
Q24;2021;330000340;330780552;9999;9.2;;192.53;;201.73;25.92;318.12;53.28;197.81;87.52;9.13;53.31;10.58;755.67;2.74;12.36;15.1;54.4;32.81;1059.71
Q24;2021;330000431;330000431;2000;3;;5;;8;;26;;4;7;1.14;;0.5;38.64;24.5;1;25.5;;7;79.14
Q24;2021;330000431;330000431;2200;3;;5;;8;;26;;4;7;1.14;;0.5;38.64;24.5;1;25.5;;7;79.14
Q24;2021;330000431;330000431;9999;3;;5;;8;;26;;4;7;1.14;;0.5;38.64;24.5;1;25.5;;7;79.14
Q24;2021;330000555;330781204;1000;4.88;1;82.91;;88.79;3.61;16.8;1;15.99;74.23;0.88;2.8;1.61;116.92;;1.04;1.04;1.09;66.95;274.79
Q24;2021;330000555;330781204;2000;0;0;0;;0;7.02;136.19;22.28;129.34;0;4.94;20.57;14.46;334.8;;5.16;5.16;35.12;2.01;377.09
Q24;2021;330000555;330781204;2100;0;0;0;;0;7.02;127.1;22.28;116.26;0;4.94;20.57;0.8;298.97;;5.06;5.06;35.12;2.01;341.16
Q24;2021;330000555;330781204;2400;0;0;0;;0;;9.09;0;13.08;0;0;0;13.66;35.83;;0.1;0.1;0;0;35.93
Q24;2021;330000555;330781204;9999;4.88;1;82.91;;88.79;10.63;152.99;23.28;145.33;74.23;5.82;23.37;16.07;451.72;;6.2;6.2;36.21;68.96;651.88
