BOR;AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
SYGEN;2021;920001369;920710654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;392;903;10;75;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;;;;;;;1;;9;;;;;;;;;;;;;7.55;7.55;;;;;;;0.93;;8.48;;;7;;39;136;32;2;13;229;10;;27;4;2;4;;2;;27;74;303;;6.99;;31.96;107.99;25.97;2.4;9.59;184.9;8.63;;22;4.56;2.29;3.15;;0.36;;23.53;62.23;247.13;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920002177;920804465;;;;;;;;;;;;;;;;;;;;;;;;;120;11;;131;941;232;;1173;538;79;;613;49;19;;68;8010;1621;;9631;3;;3;1133;0;1133;3;4;;7;9407;5064;;14471;6;18;24;44169;72538;116707;3333;4467;;7746;4013;4571;;8524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;60;;1;;63;13;;;;;;;;;;;;1.62;1.62;;;;;52.83;;1.14;0.4;55.99;12.26;;13;2;140;57;39;78;34;363;3;1;76;47;18;3;;;;31;161;524;;12.85;2;136.27;50.55;37.02;52.34;24.35;315.38;3;1;71.32;40.66;18.53;2.86;;;;31.11;149.95;465.33;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920004058;920030269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;482;2102;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;2;;1;;7;;2;2;;;;;;;;;2;1.26;1.26;;;;;1.51;;0.78;;3.55;;;1;;10;3;7;4;4;29;3;;6;2;;;;;;10;21;50;;0.57;;11.38;2.61;6.62;2.56;2.5;26.24;1.56;;5.53;1.88;;;;;;10.24;19.21;45.45;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920004959;920004918;;;;;;;;;;;;;;;;;;;;;3498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;2;;;;2;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920005238;920030269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128;1048;2477;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;14;;;;;;;1;;18;;;;;;;;;;;;;10.39;7.39;;;;;;;0.93;;11.32;;;2;;24;47;25;1;14;113;3;;6;2;1;2;;;;13;26;139;;2.09;;23.82;39.21;18.32;0.97;12.46;96.87;2.32;;5.44;1.27;0.32;0.83;;;;11.04;20.9;117.77;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920007408;950140012;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;259;;;259;183;;;183;109;20;;129;14910;1404;;16314;;;;;;;5;2;;7;3282;529;;3811;9;10;19;55354;19630;74984;3788;1916;;5704;3971;1916;;5887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;36;3;;;;;;;;;;;;;;;;;;32.41;;;;32.41;1.82;;11;1;88;12;15;62;17;206;;;30;24;10;;;;;5;59;265;;10.3;0.06;87.48;10.48;14.9;49.87;14.1;187.19;;;24.36;22.55;11.22;;;;;4;50.91;238.1;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920007549;920007499;;;;;;;;;;;;;;;;;;;;;;;;;65;;;65;457;;;457;367;;;367;20;;;20;1850;;;1850;;;;;;;;;;;;;;;;;;;;;;;;;415;;;415;62;302;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;;;;;1;;2;;10;;;;;;;;4;;;;4;7.28;1;;;;;0.43;;1.86;;9.57;;;2;;28;41;17;6;14;108;3;;11;2;1;4;;;;6;26;134;;1.77;;26.48;35.54;14.45;3.74;8.21;90.19;2.93;;5.79;1.53;0.94;2.61;;;;3.14;16;106.19;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920012978;920024775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;13;;;;;;;;;;;;;;;;3;2;;;;5;8;;47;;;;;46;;;101;106;;;;3;2;;;;5;8;;47;;;;;45.18;;;100.18;105.18;;;;;;;;;;;;3;;2;;;;;;;
SYGEN;2021;920014099;920030269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;666;4724;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;;;;;;;;;;;;;5.31;4.6;;;;;;;1.05;;6.36;;;2;;14;26;12;1;24;79;3;;8;;;2;;;;12;25;104;;1.69;;13.15;24.45;11.05;0.63;18.29;69.26;2.2;;7.05;;;0.59;;;;9.34;19.18;88.44;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920016698;930019484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;383;8081;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;;;;;;;1;;8;1;;;;;;;;;;;;5.7;0.7;;;;;;;1;;6.7;1;;1;;22;21;;3;28;75;6;;14;4;3;1;;;;4;29;104;;1;;18.72;20.53;;3;26.85;70.1;6;;12.61;3.5;2.5;0.6;;;;3.86;26.57;96.67;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920022704;920025012;;;;;;;;;;;;;;;;;;;;;6240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;4;;;;4;;;;;4;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920024205;920808037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;297;2263;10;110;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;2;1;10;;;;;;;;;;;;;5.2;;;;;;;;0.73;0.1;6.03;;;5;;24;72;31;3;11;146;4;1;21;5;1;4;;;;34;69;215;;5.53;;21.69;70.02;27.56;2.22;8.76;135.78;2.04;0.52;10.93;2.62;0.85;2.94;;;;16.31;35.36;171.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920024718;920029642;;;;;;;;;;;;;;;;;;;;;16765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;16765;;;;;;;;;;;;;;;;;;;3;6;;;;;;;;;;6;;;;;;;;;;;;3;;;;;;;;;;1;;7;;;;;12;2;;22;22;;;;;;;;;;1;;7;;;;;12;2;;22;22;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920025210;940026677;;;;;;;;;;;;;;;;;;;;;5407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;0.52;;;;;;;;0.06;;0.58;;;1;;9;;2;;;12;;;;;;;;;;;;12;;0.2;;6.43;;1.87;;0.02;8.52;;;0.42;;;0.08;;;0.01;0.27;0.78;9.3;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920027711;940140049;;;;;;;;;;;;;;;;;;;;;;;;;170;;;170;992;;;992;732;;;732;75;;;75;9221;;;9221;5;;5;10;;10;6;;;6;18415;;;18415;9;;9;80048;;80048;727;;;727;8180;;;8180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;1;44;8;;;;;;;;;;;;;;;;;;40.25;;;0.6;40.85;5.03;;14;;115;76;44;26;21;296;;;25;19;13;;;;;12;56;352;;14;;116.3;77.75;45.2;20.79;19.31;293.35;;;26.37;16.43;11.79;;;;;10.28;53.08;346.43;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920028917;920024197;;;;;;;;;;;;;;;;;;;;;53504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;53504;;;;;;;;3;;;;;;;;;;3;;11;;;;;;;;;;11;2.1;;;;;;;;;;2.1;;;;;;;;;;;1;;26;;;;;44;7;2;80;80;;;;;;;;;;1;;25.8;;;;;36.05;6.4;2;71.25;71.25;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920030962;920030962;;;;;;;;;;;;;;;;;;;;;;;;;143;14;;157;682;133;;815;504;71;;575;20;;;20;3155;;;3155;;;;;;;;;;;;;;;;;;;;;;;;;575;71;;646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;;;;;8;;2;;15;;;;;;;;;;;;;3.21;2.31;;;;;5.39;;1.03;;9.63;;;6;;44;25;20;4;8;107;4;;11;13;4;2;;;;15;45;152;;4.92;;41.16;20.51;15.31;3.93;4.92;90.75;2.42;;9.58;8.74;2.33;0.59;;;;12.4;33.73;124.48;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920033479;940026677;;;;;;;;;;;;;;;;;;;;;8254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;0;;;;;;;;;4;;;;;;;;;;4;;;;;;;;;;;;;2.04;;;;;;;;0.04;;2.08;;;1;;6;;1;;1;9;;;1;;;;;;;;1;10;;0.5;;4.54;;0.45;0.06;0.09;5.64;;;1.05;0.01;;0.02;;;0.01;0.56;1.65;7.29;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920036738;920026499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;0.03;;;;;;;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;0.04;;0.27;1.68;1.1;;;3.09;;;0.12;0.1;;;;;;0.36;0.58;3.67;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920100013;750712184;262;105;;367;13709;4310;0;18019;77246;23596;0;100842;58;16;;74;8697;4587;0;13284;8455;196924;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;36868;1;20779;;;;;1;2656;;;;;;;1;4845;1;;1;3493;0;;0;1;0;0;0;;;253;;28;26;60;;2;;13;30;358;130;0;;0;0;0;;0;;0;0;0;147.13;;21.39;21.72;27.05;;2.74;;10.8;20.67;208.39;122.28;0;38;42;434;456;93;13;31;1107;8;2;170;20;16;27;87;40;14;172;540;1647;0.19;35.44;40.06;443.06;434.55;92.86;9.8;26.77;1082.73;8.05;2.13;166.72;18.75;15.71;23.25;84.28;35.52;12.27;173.64;524.61;1607.34;1;1;1;1;1;0;1;;;;;2;1;2;0;;;;;15;16
SYGEN;2021;920100021;750712184;240;66;78;384;13950;2605;5637;22192;72839;15202;23442;111483;22;9;16;47;3969;1397;2102;7468;2318;215537;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;32002;1;30182;0;1;0;0;1;811;0;3473;0;1408;1;564;;;;;1;2318;0;;0;0;0;0;0;1;1;177;;39;28;66;45;5;;8;28;284;111;0;;0;0;0;0;0;;0;0;0;125.67;;27.99;22.56;34.93;21.51;2.35;;7.65;20.68;191.28;102.77;61;31;67;445;451;63;17;29;1164;7;2;167;18;15;11;64;40;7;140;456;1620;61.28;27.4;61.61;441.49;442.9;59.71;13.22;24.68;1132.29;7.64;1.08;162.57;16.29;13.33;9.21;62.09;36.33;7.24;144.35;446.8;1579.09;1;1;1;0;1;1;1;;;;;2;1;1;0;1;0;;;13;21
SYGEN;2021;920100039;750712184;212;175;29;416;9459;5200;1936;16595;62964;36332;8361;107657;33;3;2;38;4448;1301;579;6328;6216;149932;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;158;;158;;;;;;;;;;;;;;;;;1;33090;0;;1;0;0;0;1;2573;0;1378;1;307;0;0;;;;;1;6216;0;;0;0;1;0;1;0;1;182;;22;44;63;15;5;;17;23;290;124;0;;0;0;0;0;0;;0;0;0;135.36;;20.84;37.5;36.02;8.5;4.7;;16.23;12.6;204.91;121.34;28;39;67;514;539;130;13;22;1352;9;1;188;18;16;25;73;50;12;186;562;1914;28;37.95;62.88;513.09;525.38;132.74;10.53;21.42;1331.99;7.97;1.15;183.93;16.6;14.61;26.03;70.33;43.46;13.7;182.12;545.29;1877.28;1;1;1;1;0;0;1;;;;;2;1;2;1;2;1;1;0;21;28
SYGEN;2021;920100047;750712184;153;28;60;241;9642;1271;4271;15184;55557;6513;17850;79920;15;2;1;18;2839;2406;6;5251;1817;207571;1;1;61;12;;73;592;113;;705;378;100;;476;10;;;10;5378;;;5378;;;;;;;1;;;1;904;;;904;3;1;4;23048;831;23879;3130;164;;3267;3777;264;;3912;70;195;0;;40;6;;;1;33204;1;35768;;;;;1;878;0;3153;0;845;1;285;;;;;1;1817;0;;0;0;0;0;0;0;1;154;8;35;24;41;31;25;34;9;27;290;115;0;0;0;0;0;0;0;0;0;0;0;113.63;6.51;25.2;18.86;22.09;14.39;20.15;10.4;9.11;21.73;197.11;110.98;60;31;49;420;464;44;30;28;1126;5;2;149;29;28;18;55;21;4;112;395;1521;54.44;28.65;49.25;428.62;451.17;47.95;23.73;26.21;1110.02;4.04;2.11;143.79;28.5;26.76;18.73;51.41;22.24;3.2;112.24;386.26;1496.28;1;1;1;1;1;0;0;;;;;1;1;1;0;;;;;8;11
SYGEN;2021;920100054;750712184;188;18;;206;4539;724;0;5263;30226;3192;0;33418;34;1;;35;11090;4802;0;15892;;80223;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;632;24105;111;;;;;;;;;1;0;0;1;1;2291;;;;;;;;;;;0;;0;;0;0;0;0;0;;;179;;45;15;11;;;;10;27;227;43;0;;0;0;0;;;;0;0;0;110.88;;30.87;12.01;6.46;;;;9.78;19.02;146.14;38.93;0;32;16;288;385;83;25;124;953;6;0;189;18;14;15;37;23;6;156;450;1403;0.17;30.66;17.05;283.97;362.77;80.13;17.96;110.17;902.88;5.92;1.08;187.43;15.45;12.62;15.41;37.15;21.92;5.43;157.5;447.29;1350.17;1;1;1;0;0;0;1;;;;;1;1;1;0;;;;;6;10
SYGEN;2021;920100062;750712184;54;;;54;960;0;0;960;14828;0;0;14828;10;;1;11;1645;0;576;2221;;36624;;1;69;;;69;592;;;592;436;;;436;31;;;31;5959;;;5959;;;;;;;1;;;1;;;;;2;;2;15988;;15988;2963;;;2963;3523;;;3523;363;2376;8433;19;;;;;;;;;;;;;0;;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;1;48;12;;;5;5;23;1;3;;80;26;0;0;;;0;0;0;0;0;;0;36.28;8.99;;;1.67;1.67;18.89;0.5;3.75;;61.09;22.31;1;11;0;196;286;54;20;72;640;4;0;70;22;17;20;0;6;2;68;192;832;0.07;14.03;0.07;206.74;280.92;54.6;18.14;62.29;636.86;3.59;0.06;65.87;18.64;16.42;15.65;0.53;6.51;2.01;71;183.86;820.72;;;;;;;;;;;;1;0;;;;;;;;
SYGEN;2021;920120011;750821092;176;91;;267;6155;2880;0;9035;37420;19535;0;56955;14;12;;26;557;3342;0;3899;3133;135294;;;20;;;20;318;;;318;333;;;333;5;;;5;341;;;341;;;;;;;;;;;;;;;;;;;;;983;;;983;1316;;;1316;30;396;1077;5;;;;;1;17623;0;;;;;;1;1496;;;;;;;;;;;1;3133;0;;0;1;1;1;1;;;158;6;35;36;80;;11;5;16;11;281;47;;;;;;;;;;;;108.45;1.8;15.2;29.85;60.7;;9.3;3.4;11.3;8.65;201.8;37.6;;28;86;388;251;94;14;56;917;22;1;270;;;27;58;33;9;138;558;1475;;19.55;65.5;309.4;197.86;77.65;12.45;46.7;729.11;21.7;1;240.5;;;26.8;56.5;29;8.3;129;512.8;1241.91;1;1;1;1;0;0;0;;;;;2;;1;;;;;;18;8
SYGEN;2021;920140019;750005068;;;;;;;;;;;;;;;;;;;;;;;;;51;;;51;484;;;484;308;;;308;41;;;41;1692;;;1692;;;;;;;2;;;2;2176;;;2176;2;;2;23897;;23897;863;;;863;1198;;;1198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;12;;2;;15;1;;;;;;;;;;;;1;1;;;;;13.48;;1.46;;15.94;1;;5;;39;29;21;7;3;104;0;;26;7;3;;;;;20;53;157;;4.7;;41.49;29.46;15.51;7.37;4.44;102.97;0.67;;18.74;5.38;2.8;;;;;18.66;43.45;146.42;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920140027;750720575;;;;;;;;;;;;;;;;;;;;;;;;;130;;;130;924;;;924;237;;;237;30;;;30;7373;;;7373;;;;;;;1;;;1;3741;;;3741;1;;1;7718;;7718;960;;;960;1252;;;1252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;11;;1;;13;5;;;;;;;;;;;;0.34;0.34;;;;;11.64;;0.93;;12.91;3.3;;6;;66;6;20;26;7;131;3;;24;25;1;;;;;14;66;197;;6.51;;65.35;4.75;19.33;17.26;3.69;116.89;3;;24.32;23.78;1;;;;;13.76;64.86;181.75;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920150018;750720492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;823;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;5;;;;;1;;1;;14;;;;;;;;;;;;;8.3;2.9;;;;;0.2;;1;;9.5;;;5;;42;50;24;2;6;129;1;1;15;3;2;5;;2;1;5;33;162;;4.4;;28.29;23.2;14.69;2;5.24;77.82;1;1;12.62;2.19;1.19;2.27;;1.16;1;5;26.24;104.06;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920150075;780020715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;826;547;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;1;1;8;;;;;;;;;;;;;4.84;;;;;;;;0.52;0.17;5.53;0;;4;;23;54;10;2;17;110;3;;13;1;1;;1;;;6;24;134;;4;;20.83;44.34;10.56;1.38;13.68;94.79;2.24;;14.34;1;1;;0.25;;;6.16;23.99;118.78;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920170024;940809452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;70;8249;;;8249;;;;;;;;;;;;;;;;;;;;;;;;;93;;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;0.8;;;;0.8;;;;;3;;;;;3;1;;5;14;1;;;;;7;27;30;;;;3;;;;;3;1;;5;13.3;0.7;;;;;7;26.3;29.3;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920170081;750721391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;23;;80;11388;7094;;18482;;;;;;;;;;;;;;;2;1;3;1202;53;1255;106;11;;117;121;47;;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;8;;;;;;;;;;;;;;;;;;;3.78;;0.16;0.02;3.96;;;1;;7;;;7;8;23;1;;11;16;2;;;;;5;33;56;;1;;6.84;;;4.48;4.9;17.22;0.22;;8.29;14.3;1.62;;;;;3.12;25.93;43.15;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920170115;920718053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;32;;8082;;8082;;;;;;;;;;;;;;;;;;;;;;8;;8;;79;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;;;;;;;;1.47;;;;1.47;;;;;1;;;20;4;25;3;;5;;;;;;;6;14;39;;;;0.33;;;17;1.19;18.52;2.14;;3.36;;;;;;;4.38;9.88;28.4;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;920300043;920001526;151;115;58;324;6588;4327;3412;14327;46893;16737;12560;76190;2;55;2;59;223;25625;31;25879;25622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;60;1;66683;0;;;;;;1;2282;0;3157;1;454;0;0;1;13567;;;1;9367;0;;0;1;0;0;0;0;1;3;0;0;0;0;0;0;;6;0;9;12;150;4;12;25;106;16;3;;0;1;260;0.67;0;0;0;0;0;0;;5.8;0;6.47;12;25;20;13;282;169;123;4;2;638;8;1;130;1;1;7;1;;1;38;187;825;23.85;19.23;13.74;266.29;177.66;124.45;2.59;1.33;629.14;8.72;1;105.76;1;1;6.58;0.74;;0.02;30.56;154.38;783.52;;;;;;;;;;;;;;;;2;;1;;27;43
SYGEN;2021;920300183;920000759;;15;;15;0;913;0;913;0;1466;0;1466;;28;;28;0;12263;0;12263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;29;;;6;27;;;;;;56;;;;;;;;;0.56;0.2;0.76;;;3;25;27;29;12;;;96;1;;17;;;;;;;2;20;116;;3;2.5;16.67;8.2;6.45;;;36.82;1;;11.75;;;;;;;1.2;13.95;50.77;;;;;;;;;;;;;;;;;;;;8;9
SYGEN;2021;920300191;920000767;5;60;;65;25;1579;0;1604;100;3633;0;3733;;19;;19;0;8171;0;8171;20;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;43;;;;;;;;;;;1;20;0;;0;0;0;0;0;;;;;;;;;;;1;;1;2;38;;;6;63;3;2;;;;103;;;;;;;;;1;;1;2;;3;6;20;10;8;;;47;1;1;21;1;;1;;;;2;27;74;;1.86;4.66;21.91;7.98;8.27;;;44.68;1;0.99;17.35;0.78;;0.66;;;;1.92;22.7;67.38;;;;;;;;;;;;1;;;;;;;;6;9
