NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_OUI;PHARMA_A17_OUI;PHARMA_A18_OUI;PHARMA_A19_OUI;PHARMA_A20_OUI;PHARMA_A16_NON;PHARMA_A17_NON;PHARMA_A18_NON;PHARMA_A19_NON;PHARMA_A20_NON;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
HF-13;32113;PSY NORD PAS DE CALAIS;;;;;;;;;;;;;;;;;;;;;1059;35;0;1094;856;26;0;882;12132;471;6;12609;337;175;0;512;34476;16831;0;51307;21;0;21;963;0;963;7089;310;6;7378;54677;19949;2390;74174;63775;20671;2434;84224;15;123;3031;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;38;;;;;206;2;16;16;289;0;0;;;;;0;0;0;0;0;35.61;32.13;;;;;195.45;0.4;12.25;8.4;252.11;72;77.98;;169;9;2058;351;364;246;165;3362;21;4;585;257;116;29;1;1;1;583;1482;4844;;162.66;7.89;1988.01;338.17;356.99;225.13;147.34;3226.19;17.89;4;542.59;222.91;103.27;24.35;1;1;1;561.51;1376.25;4602.44;5;;;5;
HF-14;32114;SOMME LITTORAL SUD;1213;409;115;1737;60646;22247;7277;90170;366959;100008;28213;495180;106;63;7;176;17450;12082;2913;32445;321;27;0;348;301;17;0;318;3592;146;0;3738;123;65;7;195;15743;4444;1373;21560;0;0;0;;;;2315;94;;2407;9013;3006;754;12539;11637;3193;795;15360;500;4342;124747;8613;64;443;211;121543;85;941;34267;661;5975308;534169;;;;;;;;;;;;;;;;;9;86126;;7;28282;;3;4819;;1;4168;;4;5298;2;484;;33;184732;;5;7291;;9;39;10;3;1;5;1;14;1;0;0;61;13;8;6;2;4;66;18;12;46538;3474;2362;2159;21963;357;822;164;47;101;234;49;80;10;103;63;1312;6;;;;1;;;;;6;13;598.88;124.39;37.16;88.79;130.22;28.14;67.13;1.15;87.79;46.54;931.71;581;530.06;106;206;346;2676;2089;770;154;224;6571;41;7;1390;170;89;97;259;192;31;1405;3592;10163;102.38;197.62;331.6;2528.96;1975.03;760.83;124.15;189.05;6209.62;35.41;7.59;1293.65;149.45;77.77;95.07;248.41;185.29;25.81;1346.89;3387.57;9597.19;17;5;10;1;1
IDF-01;11101;77 NORD;715;154;110;979;33255;7548;9432;50235;222034;39218;34575;295827;69;38;3;110;9257;6610;2868;18735;274;;;274;241;;;241;3688;;;3688;103;68;;171;16240;7220;;23460;10;;10;146;;146;992;0;;992;3429;2305;;5734;11220;5086;;16365;61;412;21166;0;;88;47;24241;;;;;2780261;326305;;;;;;;;;;;;;;;;;5;52091;;4;18518;;;;;;;;3;814;;;;14;102766;;;;;3;17;2;3;3;4;1;5;2;;;29;8;;4;3;;41;35;;16060;5549;3000;553;10461;266;466;41;86;68;133;41;93;;26;34;752;;;;;;;;;;;;382.59;35.46;71.92;57.67;106.5;37.63;85.06;;23.02;30.74;627.91;187;178.85;96;75;113;1382;939;417;146;85;3253;11;1;530;86;40;51;103;80;14;470;1346;4599;91.2;76.81;108.65;1296.9;891.8;387.62;104.47;71.73;3029.18;10;1;504.61;82.92;37.43;43.7;103.43;77.26;14.33;447.27;1284.52;4313.7;4;;3;;1
IDF-02;11102;77 SUD;628;78;118;824;27971;6145;8398;42514;185190;18766;27987;231943;73;38;7;118;4088;3561;435;8084;170;;;170;139;;;139;1898;0;;1898;45;51;;96;3026;4732;;7758;;;;;;;1124;;;1124;2762;1475;;4206;3927;1570;;5444;210;1648;53124;522;2;92;51;30300;80;341;19115;236;1722844;113476;;;;;;;;;;;;;;;;;3;3663;;3;340;;;;;;;;3;2564;;;;10;10581;;;;;5;10;3;4;4;0;0;6;0;3;0;23;7;7;3;3;2;23;23;19;9693;3964;50;152;6951;10;417;142;58;51;73;36;41;3;30;12;576;4;;;;1;;;;;;5;334.17;135.1;42.4;38.07;58.54;30.11;36.1;2.08;24.64;8.72;464.25;151;142.22;84;79;85;1079;1005;324;80;77;2813;13;1;506;57;16;47;80;58;13;279;1054;3867;87.27;69.35;82.34;1097.79;991.5;331.07;83.36;72.04;2814.72;11.92;1;489.27;55.63;15.71;48.96;83.65;60.15;11.9;271.8;1034.28;3849;5;;5;;
IDF-03;11103;YVELINES NORD;558;131;145;834;28712;5429;10971;45112;173131;28020;42275;243426;57;52;12;121;8111;8270;1580;17961;292;63;;355;254;63;;317;3215;548;;3763;138;173;;311;24702;18048;;42750;2;2;4;178;4;182;2057;231;;2287;7779;5427;;13175;10084;5927;;15979;195;1154;47165;4805;25;172;69;53633;;;;;3901029;495695;;;;;;;;;;;;;;;;;6;64412;;3;17451;;;;;;;;3;1972;;;;14;65426;;2;1609;;9;20;2;4;4;2;0;5;0;0;0;31;6;4;5;2;1;44;6;10;17124;6930;837;205;5892;97;452;115;;52;141;47;102;1;29;41;766;;;;;;;;;;;;346.36;78.97;;48.55;103.08;36.96;93.48;0.7;28.64;34.3;606.56;212;214.89;157;110;177;1563;1268;444;172;146;4037;23;5;737;169;64;64;152;77;10;622;1859;5896;146.53;109.71;181.06;1512.5;1242.57;444.27;142.99;122.55;3902.18;21.29;5.1;692.62;158.25;61.98;60.92;151.07;86.51;10.51;591.29;1777.56;5679.74;8;;5;2;1
IDF-04;11104;YVELINES SUD;593;103;74;770;32580;5636;6152;44368;179804;26806;22428;229038;46;25;4;75;9275;4943;1415;15633;184;4;;188;178;4;;182;2892;63;0;2955;89;87;;176;12088;8826;;20914;5;;5;0;;0;2157;50;0;2203;9957;4164;1801;15543;12441;4309;1819;18311;437;2879;103635;18783;81;172;69;48025;;;;;2383687;339520;;;;;;;;;;;;;;;;;5;46270;;4;12964;;2;5268;;1;3046;;2;370;;;;18;100154;;2;2828;;3;10;2;2;2;1;0;4;0;0;0;17;4;0;3;1;0;28;2;0;12282;4108;1167;393;7009;66;503;145;33;50;102;33;128;3;51;20;807;6;0;0;0;4;0;0;1;0;0;11;389.4;83.74;35.4;47.21;75.59;27.64;100.9;1.97;40.25;15.77;623.88;192;183.3;95;119;133;1363;1130;459;145;193;3637;32;4;742;126;53;65;114;48;11;587;1729;5366;97.56;109.97;119.35;1303.49;1142.77;442.1;114.47;157.09;3486.8;28.24;3.14;682.04;112.23;44.72;57.91;107.83;49.77;10.26;555.05;1606.47;5093.27;10;;9;;1
IDF-05;11105;NORD ESSONNE;326;60;63;449;17066;3229;4668;24963;98375;15650;17258;131283;13;11;2;26;3065;2380;1441;6886;87;8;;95;87;8;;95;706;95;;801;45;25;;70;2940;2271;;5211;;;;;;;505;83;;588;3275;1271;;4546;3780;1354;;5134;91;698;27246;640;6;;;;;;;;1940119;58490;;;;;;;;;;;;;;;;;3;25120;;3;4605;;;;;;;;;;;;;7;57612;;;;;3;7;1;2;2;;;3;;;;12;3;;2;1;;15;10;;5282;2750;76;19;2582;26;216;20;39;29;63;22;33;;11;12;335;;;;;;;;;;;;171.82;13.03;29.48;28.78;48.34;21.07;25.98;;10.5;11.84;268.48;113;110.63;54;42;64;646;548;117;57;71;1599;10;2;333;39;25;26;54;33;11;210;718;2317;53.93;39.58;61.94;584.32;508.93;108.99;44.33;55.29;1457.31;9.36;2;305.65;34.3;23.02;24.33;52.82;33.73;9.9;198.94;671.03;2128.34;5;;5;;
IDF-06;11106;ILE DE FRANCE SUD;735;174;131;1040;35568;9944;11401;56913;216279;36660;42167;295106;96;49;0;145;9992;3452;1264;14568;203;16;;219;100;;;100;931;;;931;39;10;26;75;4657;1045;6295;11997;;;;;;;946;;;946;3843;1453;;5296;4860;1453;4248;10561;134;1113;31661;9813;36;71;30;24567;;;;;4136134;511883;;;;;;;;;;;;;;;;;5;44777;;3;13311;;2;4230;;1;3217;;3;4516;;;;11;95070;;3;3593;;6;12;3;4;1;3;0;3;0;0;0;22;4;3;4;3;3;33;20;22;14066;6040;1813;919;7479;131;514;54;71;68;145;45;44;;27;45;775;5;0;0;;3;1;;;;;8;412.22;45.63;61.3;51.78;91.95;31.19;35.51;;24.56;34.77;599.01;231;211.47;127;118;153;1420;1230;469;82;83;3682;23;3;707;70;43;67;122;101;20;443;1556;5238;116.95;106.63;146.89;1362.88;1187.33;467.19;63.51;68.86;3520.24;17.55;2;651.78;64.74;41;64.24;115.97;98.19;16.62;392;1423.09;4943.33;4;;4;;
IDF-07;11107;HAUTS-DE-SEINE;339;31;96;466;13918;1182;7440;22540;84022;4261;27281;115564;23;6;12;41;2990;1069;2175;6234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;2621;93222;12071;55;333;197;102633;;;;;1210118;175128;;;;;;;;;;;;;;;;;2;20825;;2;18028;;;;;;;;1;1273;;;;8;22625;;;;;2;7;;2;2;;;1;;1;;11;2;;4;1;;21;7;;3424;4327;41;1;2465;18;245;72;14;26;69;45;4;;15;17;350;1;;;;1;;;;;;2;168.36;46.91;7.59;14.29;37.83;26.77;1.66;;13.11;10.39;231.35;56;44.97;106;53;67;495;847;292;39;96;1995;26;3;301;39;19;36;40;43;5;193;686;2681;96.32;53.31;59.64;450.55;763.68;271.44;28.45;74.54;1797.93;22.01;3.44;263.97;32.52;17.21;28.06;38.37;38.02;4.17;167.38;597.94;2395.87;8;;8;;
IDF-08;11108;93/95;592;106;150;848;27120;6743;12889;46752;172428;21931;43225;237584;52;37;20;109;7080;2469;1146;10695;114;10;;124;102;10;;112;652;28;;680;42;54;;96;11524;2866;;14390;3;;3;1744;;1744;462;24;;485;2888;5879;;8751;3395;6015;;9387;189;1586;71218;10068;35;220;110;71232;20;77;3957;69;3473696;298176;;;;;;;;;;;;;;;;;4;35273;;3;13649;;1;;;;;;1;1467;;;;8;84913;;1;1377;;3;12;3;3;3;2;2;7;0;1;;25;8;2;2;1;0;39;6;0;10490;5423;648;46;5412;51;483;91;24;55;143;47;63;2;20;46;757;;;;;;;;;;;;382.57;72.74;20.2;47.92;98.35;34.18;52.85;0.86;19.88;36.96;591.47;278;189.92;118;96;115;1042;1149;424;193;172;3309;18;1;575;109;56;40;103;72;16;513;1447;4756;114.57;92.04;109.66;1026.95;1102.85;401.65;141.07;148.08;3136.87;16.75;1;543.67;101.95;54.87;35.98;96.56;68.89;14.98;492.98;1372.76;4509.63;4;;3;;1
IDF-09;11109;93 EST;765;155;168;1088;34690;7243;13442;55375;220673;34380;49980;305033;56;38;0;94;5698;9870;864;16432;95;18;0;113;74;8;0;82;775;46;;821;65;35;1;101;5829;5099;1;10929;0;0;0;;;;544;30;0;572;3584;2895;2005;8087;4324;3000;2008;8920;183;1329;40523;7319;33;41;24;14487;20;327;6227;196;3725581;111888;;;;;;;;;;;;;;;;;5;42376;;4;15679;;2;3653;;;;;1;573;;;;12;116783;;3;2399;;7;18;1;4;2;4;0;9;0;0;0;35;3;3;5;3;1;37;22;4;16192;5720;3237;272;8940;147;499;90;15;76;186;52;59;5;32;38;819;16;;;;3;;;;;;19;434;71.94;12.98;70.31;145.88;41.77;58.07;1.63;29.93;34.38;703.89;300;312.44;141;72;118;1275;1144;353;109;108;3320;15;3;738;96;44;44;126;77;24;481;1604;4924;134.84;82.49;110.86;1257.33;1101.91;341.95;87.2;94.54;3211.12;16.14;3.5;710.69;85.99;44.38;43.86;119.99;73.92;24.53;466.62;1545.24;4756.36;4;;4;;
IDF-10;11210;94 NORD;21;;48;69;532;0;4685;5217;6278;0;14124;20402;2;;2;4;139;0;513;652;458;7;;465;349;;;349;4061;0;;4061;228;45;;273;26983;7195;;34178;0;;0;231;0;231;2372;0;;2372;13372;4707;;18053;16547;4872;;21382;249;2116;65199;33190;114;42;8;14059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2881;;;;;1;1;;1;1;;;1;;1;;4;1;;1;;;4;;;212;2865;0;0;181;15;99;20;;8;21;11;154;1;16;7;298;;;;;;;;;;;;82.18;18.12;;5.68;12.71;9.81;136.74;0.4;14.85;6.1;252.98;40;37.93;51;83;24;731;501;341;155;203;2089;12;1;339;152;79;18;5;7;4;283;821;2910;47.99;79.18;24.23;719.06;490.12;328.95;124.61;188.9;2003.04;11.75;1.17;322.33;143.31;75.3;17.1;4.12;6.79;2.83;278.69;788.09;2791.13;3;;1;1;1
IDF-11;11111;94 EST;548;134;138;820;25753;8066;10188;44007;154523;28603;42664;225790;79;50;4;133;9017;10199;804;20020;30;;;30;20;;;20;263;;;263;10;43;;53;1898;6287;;8185;0;;0;0;;0;159;0;;159;2447;4321;;6768;2637;4350;;6987;72;572;15789;0;;46;9;16790;;;;;3026127;365034;;;;;;;;;;;;;;;;;4;54755;;4;22196;;;;;;;;1;3901;;;;9;88716;;1;252;;5;20;2;2;2;1;0;3;0;0;0;26;4;;3;2;;33;18;;18836;5238;608;32;8483;50;423;40;60;56;180;36;39;;18;38;698;;;;;;;;;;;;326.18;22.06;44.54;73.42;106.33;27.44;30.95;;19.49;29.67;512.62;245;240.89;123;37;156;948;961;211;55;83;2574;11;2;532;54;27;38;120;81;11;398;1247;3821;120.47;46.5;167.52;957.78;951.73;216.65;52.94;71.55;2585.14;3.68;2.39;516.08;54.09;26.91;38.05;120.01;79.18;11.9;365.85;1191.23;3776.37;3;;2;;1
IDF-12;11212;PSY SUD PARIS;4;;;4;499;0;0;499;799;0;0;799;;;;;0;0;0;0;662;95;38;795;510;81;38;629;7719;1669;944;10332;215;83;45;343;32813;9847;10776;53436;19;4;23;7684;0;7684;2877;315;222;3406;5247;6456;149;11771;22086;6941;3900;32762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;10;;;;;175;1;6;4;197;;;;;;;;;;;;10.02;9.42;;;;;165.18;0.4;5.24;1.8;182.64;49;44.28;;81;5;735;707;269;178;130;2105;10;2;339;190;78;19;1;2;2;316;881;2986;;79.5;5.2;743.95;700.82;266.31;135.32;107.88;2038.98;11.18;1.83;330.21;173.67;77.25;16.99;0.98;1.91;2;306.14;844.91;2883.89;4;;;4;
IDF-13;11113;SUD VAL D'OISE NORD HAUTS-DE-SEINE;666;98;126;890;36716;5807;10295;52818;208265;27095;36980;272340;58;16;4;78;13650;4720;2422;20792;432;17;;449;376;17;;393;3724;378;;4102;214;49;;263;25784;7497;;33281;11;5;16;2049;328;2377;2562;93;;2650;13206;4778;891;18789;16292;5145;891;22233;300;2733;86050;9997;43;243;82;80248;40;610;9226;490;3577215;303892;;;;;;;;;;;;;;;;;5;50296;;5;17132;;;;;;;;2;4149;;;;14;113309;;2;4409;;4;17;3;5;3;4;1;5;1;2;0;33;8;0;4;3;0;43;15;0;13236;5650;1712;379;9679;105;513;131;50;52;117;31;129;18;49;18;844;;;;;;;;;;;;431.62;116.22;39.55;47.02;91.24;25.53;125.46;5.13;44.87;16.32;714.64;246;238.7;131;114;125;1644;1319;495;200;160;4188;22;3;794;143;64;64;117;101;15;594;1853;6041;124.38;106.67;112.12;1565.32;1268.7;485.91;166.11;137.48;3966.69;22.44;3.33;755.05;127.5;60.9;62.02;113.41;99.04;19.26;586.43;1788.48;5755.17;6;;4;2;
IDF-14;11114;NORD OUEST VAL D'OISE;495;81;110;686;21438;5559;7609;34606;126563;23075;30430;180068;27;28;11;66;5642;5163;2163;12968;141;10;;151;110;10;;120;929;148;;1077;89;53;;142;12146;6632;;18778;1;;1;10;;10;703;71;0;691;3564;2178;176;5665;4277;2329;176;6727;281;2540;74162;4173;48;103;21;28831;;;;;1933087;216793;;;;;;;;;;;;;;;;;3;22452;;2;6663;;3;3461;;1;6465;;1;811;;;;17;67733;;1;155;;3;17;1;3;2;2;0;7;0;0;0;29;3;5;3;2;0;38;8;0;12333;4620;1320;355;5837;82;350;80;51;55;119;34;62;7;15;22;575;;;;;;;;;;;;260.85;45.9;41.62;50.82;79.51;26.18;46.76;2.3;13.96;18.42;421.8;131;133.06;95;75;145;1149;865;518;85;126;3058;8;2;508;70;42;42;96;62;9;427;1224;4282;86.65;70.6;120.56;1124.42;824.13;505.61;65.76;101.93;2899.66;7.81;2.58;477.57;63.24;37.56;36.45;90.94;56.63;9.78;417.55;1162.55;4062.21;7;;7;;
IDF-15;11115;PARIS PSYCHIATRIE ET NEUROSCIENCES;55;43;;98;2131;824;0;2955;16908;8094;0;25002;11;;;11;8825;0;0;8825;1178;68;;1246;941;37;;978;11528;564;;12092;302;120;;422;26530;8795;;35325;20;;20;720;;720;6984;155;;7131;42036;8180;1619;51272;50214;8539;1619;59794;10;73;3389;1966;8;114;8;33825;;;;;740827;32397;;;;;;;;;;;;;;;;;1;4116;;2;12586;;;;;;;;;;;;;1;1631;;2;763;;1;3;3;;;2;2;;;;;5;5;;2;0;;12;0;;486;0;1;21;51;1;94;15;;18;17;;431;17;18;11;588;0;0;;0;0;;0;0;0;0;0;64.07;10.6;;13.81;12;;344.57;3.6;17.11;11;452.35;122;112;;130;21;1351;635;396;297;175;3005;20;3;604;245;138;37;33;22;5;465;1434;4439;;163;19;1374.2;631.92;383.5;228.6;153.2;2953.42;19;3;579;232.9;135;35;33;25;4.58;452;1383.48;4336.9;2;;1;;1
IDF-16;11116;PROVINS EST SEINE-ET-MARNE;110;35;14;159;6487;1779;899;9165;35182;9046;3408;47636;7;10;3;20;202;3842;140;4184;31;;;31;25;;;25;290;;;290;10;;;10;3187;;;3187;;;;;;;258;;;258;710;;;710;968;;;968;56;473;17223;1745;2;;;;;;;;421680;222843;;;;;;;;;;;;;;;;;2;17814;;2;9019;;;;;;;;;;;;;2;21576;;;;;1;4;;1;1;;;1;;;;6;1;;1;1;;7;7;;3983;309;32;1;4060;120;65;17;10;15;19;8;7;;4;4;99;;;;;;;;;;;;53.31;15.63;7.62;11.01;11.82;3.49;6.52;;3.6;4.68;79.93;17;11.86;15;12;26;199;187;71;7;13;530;4;1;105;3;1;5;19;17;1;72;227;757;13.57;11.63;25.3;206.45;177.66;69.36;4.68;12.93;521.58;3.86;0.4;102.13;5.9;3.32;5.17;17.89;16.17;1;74.07;226.59;748.17;1;;1;;
MAR-01;02101;CENTRE SUD;74;;;74;1309;0;0;1309;14237;0;0;14237;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163;1233;44953;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;25;;;;;;;9;;40;;;;;;;;;;;;21.83;18.2;;;;;;;2.31;;24.14;;;;9;;104;134;76;5;15;343;6;;73;9;7;17;;3;;88;196;539;;9;;80.69;118.33;62.83;2.91;11.46;285.22;4.98;;69.53;6.83;5.93;13.46;;2.14;;83.43;180.37;465.59;5;;5;;
