,Editeur,titres
1039,COULEURS ET CREATION,1
1040,COULISSES EDITIONS,1
1041,COUNCIL ON  FOREIGN RELATIONS,1
1042,COUNTRY HOMES & INTERIORS,1
1043,COURANT ALTERNATIF,1
1044,COUREURS D'ECUME SAUVETEURS MAG,1
1045,COURRIER INTERNATIONAL,1
1048,CT MAGAZINE,1
1028,COOPERATIVE D'EDITION DE LA VIE MUTUALISTE,1
1049,CUBE,1
1050,CUISINE NATURELLE EDITIONS,1
1051,CULTURE AND THE CITY,1
1052,CULTURE ET BILINGUISME D'ALSACE ET DE MOSELLE,1
1053,CULTURE ET LECTURE DES JEUNES,1
1054,CULTURELLE DE PUBLICATIONS,1
1056,CYBEL,1
1057,CYCLIST DENNIS PUBLISHING,1
1058,CYDONIA D,1
1059,Centre Interdépartemental de gestion de la petite couronne de la région Ile de France,1
1060,Comité interprofessionnel du vin de Champagne,1
1061,Coordination Régionale CGT Midi-Pyrénées,1
1062,Crédit Social des Fonctionnaires,1
1063,D'UNE PAROLE A L'AUTRE,1
1029,COORDINATION RURALE UNION NATIONALE,1
1027,COOPERATIVE  D'INFORMATION ET D'EDITION MUTUALISTE,1
993,CONFEDERATION PAYSANNE DE LA MAYENNE,1
1009,CONPART VERLAG GMBH & CO,1
994,CONFEDERATION PAYSANNE DE LOIRE ATLANTIQUE,1
995,CONFEDERATION PAYSANNE DU GERS,1
996,CONFEDERATION PAYSANNE DU JURA,1
997,CONFEDERATION VENDEENNE DE LA FAMILLE RURALE,1
998,CONFORM,1
999,CONFORM EDITION,1
1000,CONFRERIE DES AMATEURS DE VAPEUR (CAV),1
1001,CONGREGATION DES PETITES SOEURS DES PAUVRES,1
1002,CONGREGATION DES SOEURS DE NOTRE-DAME DU ROSAIRE,1
1003,CONGREGATION DU SAINT ESPRIT,1
1005,CONGREGATION LES FILS DE LA CHARITE,1
1006,CONNAISSANCE DE LA VALLEE,1
1007,CONNAUGHT HOUSe,1
1008,CONPART VERLAG GMBH,1
1010,CONPART VERLAG GMBH & CO ZEITSCHRIFTEN KG,1
1026,COOP'MAG,1
1011,CONPART VERLAG GMBH & CO. ZEITSCHRIFTEN KG,1
1012,CONSEIL DEPARTEMENTAL DES ASSOCIATIONS FAMILIALES LAIQUES DE LOIRE,1
1013,CONSEIL DEPARTEMENTAL DES PARENTS D'ELEVES DES ECOLES PUBLIQUES DU VAL DE MARNE,1
1014,CONSEIL NATIONAL DES ASSOCIATIONS FAMILIALES LAÏQUES (CNAFAL),1
1016,CONSERVATOIRE DE L'ESTUAIRE DE LA GIRONDE,1
1017,CONSERVATOIRE DES COLLECTIONS VEGETALES SPECIALISEES ( CCVS ),1
1018,CONSILDE MEDIA GROUP,1
1019,CONSISTOIRE ISRAELITE DE MARSEILLE,1
1020,CONSISTOIRE REFORME DE METZ,1
1021,CONSORTIUM D'EDITION ET DE PUBLICITE DU SUD-OUEST (CEPSO),1
1022,CONTAINER PROD EDITIONS,1
1023,CONTRAPPUNTO   S.R.L,1
1024,CONTRIBUABLES ASSOCIES,1
1025,CONVERGENCE,1
591,ASSOCIATION SAINT PIERRE CLAVER,1
589,ASSOCIATION ROSICRUCIENNE MAX HEINDEL,1
2498,LE P'TIT CASTELVIROIS,1
197,ANTI INC AS,1
203,APPPF,1
202,APPEVA,1
201,APOTRANS,1
200,APCLD - ASSOCIATION AU SERVICE DES PERSONNES MALADES ET HANDICAPÉES DE LA POSTE ET DE FRANCE TÉLÉCOM,1
199,ANTONIN IMAGING,1
198,ANTILLA PRODUCTION,1
196,ANTHEM PUBLISHING LTD,1
227,ARRONDISS'PRESSE,1
195,ANTHEM PUBLISHING,1
194,ANSORAA,1
193,ANSGAEC,1
192,ANRT- ASSOCIATION NATIONALE DE LA RECHERCHE ET DE LA TECHNOLOGIE,1
190,ANFE,1
189,ANFANOMA,1
204,APPTITUDE MEDIA LIMITED,1
205,APS,1
206,APSECC,1
207,AQUAMONDE,1
208,ARAB PRESS HOUSE,1
209,ARAMIS,1
211,ARCADIUS,1
212,ARCHANT COMMUNITY MEDIA,1
213,ARCHANT SPECIALIST,1
214,"ARCHE DE LANZA DEL VASTO, NON VIOLENCE ET SPIRITUALITE",1
215,ARCHEOLOGIE NOUVELLE,1
217,ARCHIPRESS ET ASSOCIES,1
218,ARDENNE WALLONNE,1
220,ARGOS COMMUNICATION AGRICOLE,1
221,ARGUMENTY I FAKTI,1
223,ARMANCETTE,1
224,ARMES NUCLEAIRES STOP,1
188,ANERCEA-ASSOCIATION NATIONALE DES ELEVEURS DE REINES ET DES CENTRES D'ELEVAGES APICOLES,1
187,ANECS-CJEC MEDIA,1
186,ANDRH - ASSOCIATION NATIONALE DES DIRECTEURS DES RESSOURCES HUMAINES,1
169,AMICALE DES RETRAITES DU GROUPE DE LA SOCIETE GENERALE,1
154,AMDG,1
156,AMICALE 1ÈRE DIVISION FRANCAISE LIBRE,1
157,AMICALE BENOÎT FRACHON,1
158,AMICALE DE LA COMMUNAUTE DES PETITS-FRERES DE MARIE (AMICALE DE LA COTELLERIE),1
159,AMICALE DE MAUTHAUSEN,1
160,AMICALE DES ANCIENS DEPORTES D'ORANIENBURG-SACHSENHAUSEN ET KOMMANDOS DE LEURS FAMILLES ET DE LEURS AMIS,1
161,AMICALE DES ANCIENS DES SERVICES SPECIAUX DE LA DEFENSE NATIONALE (ASSDN),1
162,AMICALE DES ANCIENS ELEVES DES ECOLES DE MECANICIENS ET ENERGIE DE LA FLOTTE (AEMEF) - FAMMAC,1
163,AMICALE DES ANCIENS GUERRILLEROS ESPAGNOLS EN FRANCE (FFI),1
164,AMICALE DES BASQUES DE PAU ET DES ENVIRONS - LAGUNT ETA MAITA,1
165,AMICALE DES COLLECTIONNEURS DE FIGURINES HISTORIQUES DU CENTRE LOIRE,1
166,AMICALE DES EDUCATEURS DE FOOTBALL,1
167,AMICALE DES FOREURS ET DES METIERS DU PETROLE (AFMP),1
168,"AMICALE DES PERSONNELS RETRAITES DE LA MAIRIE ET DU DEPARTEMENT DE PARIS DE L'APHP
ET DU DEPARTEMENT DE PARIS, ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS",1
170,AMICALE DU CAMP DE GURS,1
185,ANCIELA,1
171,AMICALE POUR L'ACCUEIL DANS LES MÉTIERS DU CHEMIN DE FER (AMCF),1
172,AMICALE SIDECARISTE DE FRANCE,1
173,AMIRAL CONSEIL,1
174,AMIS DE LA PRESSE LIBRE – APL,1
175,AMIS DES MONUMENTS ET SITES DE L'EURE  ( AMSE ),1
176,AMIS DU MUSEE PYRENEEN DE LOURDES,1
177,AMIS SANS FRONTIERES,1
178,AMITIE FRANCO-AFGHANE - AFRANE,1
179,AMITIE JUDEO-CHRETIENNE DE FRANCE,1
180,AMITIÉS ORANIENNES,1
181,AMNESTY INTERNATIONAL - SECTION FRANÇAISE,1
182,AMNESTY INTERNATIONAL SECTION FRANCE,1
183,ANACR,1
184,ANCA,1
225,ARNOLDO MONDADORI,1
228,ART + AUCTION HOLDING INC,1
588,ASSOCIATION REUNION MEDIA,1
276,"ASSOCIATION ""L'ECHO DES VALLEES ET DES MONTS""",1
282,"ASSOCIATION ""LE MOUVEMENT DU NID""",1
281,"ASSOCIATION ""LE JURA FRANÇAIS""",1
280,"ASSOCIATION ""LE CARILLON NOGENTAIS""",1
279,"ASSOCIATION ""LE CANTAL OUVRIER ET PAYSAN""",1
278,"ASSOCIATION ""LA RAHLA"" (AMICALE DES SAHARIENS)",1
277,"ASSOCIATION ""LA GARANCE VOYAGEUSE""",1
275,"ASSOCIATION ""L'AVENIR HEBDO""",1
229,ART DANS L'AIR,1
274,"ASSOCIATION ""L'APPEL""",1
273,"ASSOCIATION ""IRAKUR""",1
272,"ASSOCIATION ""EXPERIENCES""",1
271,"ASSOCIATION ""COMMUNIQUER, INFORMER, ET VIVRE AU PAYS"" (C.I.V.A.P.)",1
270,"ASSOCIATION ""CIVIROMA - CIVILISATION ET ROMANITÉ""",1
269,"ASSOCIATION ""CHAMPAGNE HISTORIQUE""",1
283,"ASSOCIATION ""LE PATRIOTE LES AMIS DU PATRIOTE - NOUVELLES DE L'ARIEGE ET DE LA PRESSE DÉMOCRATIQUE""",1
284,"ASSOCIATION ""LE PETIT JOURNAL DE SAGY""",1
285,"ASSOCIATION ""LES AMIS DE JACQUES BAINVILLE""",1
286,"ASSOCIATION ""LES NOUVELLES DE L'ILE DE BATZ""",1
287,"ASSOCIATION ""MISSION CATHOLIQUE VIETNAMIENNE""",1
288,"ASSOCIATION ""PANPERE""",1
289,"ASSOCIATION ""SAT-AMIKARO"" (UNION DES TRAVAILLEURS ESPERANTISTES DES PAYS DE LANGUE FRANÇAISE)",1
290,"ASSOCIATION ""SOCIETE D'HISTOIRE DE LA LORRAINE & DU MUSEE LORRAIN""",1
291,"ASSOCIATION ""U TARAVU""",1
292,ASSOCIATION ACTION CATHOLIQUE DES ENFANTS DE MAINE ET LOIRE (A.C.E.),1
293,ASSOCIATION ACTION CONTRE LA FAIM (ACF),1
294,ASSOCIATION AIDE ET ACTION,1
295,ASSOCIATION AL LIAMM,1
296,ASSOCIATION ALTERNATIVES NON VIOLENTES,1
297,ASSOCIATION AMICALE DE L'ECOLE D'AGRICULTURE DE RESSINS,1
298,ASSOCIATION AMICALE DES ANCIENS ELEVES DE L'ECOLE NAVALE,1
299,ASSOCIATION AMICALE DES ANCIENS ELEVES DU PRYTANEE NATIONAL MILITAIRE,1
268,"ASSOCIATION ""CENTRE GENEALOGIQUE DES COTES D'ARMOR""",1
267,"ASSOCIATION ""CENTRE DOCUMENTATION RECHERCHE"" (CDR)",1
266,"ASSOCIATION ""ALLIANCE NATIONALE - POPULATION & AVENIR""",1
246,ASENDIA PRESS EDIGROUP SA,1
230,ART ET POESIE DE TOURAINE,1
231,ART GALLERY,1
233,ART REVIEW LTD,1
235,ARTEGE GROUPE,1
236,ARTENSION - EDITIONS,1
237,ARTFORUM INTERNATIONAL MAGAZINE,1
238,ARTIMEDIA,1
239,ARTS ET LETTRES DE FRANCE,1
240,ARTS ET METIERS MULTIMEDIA,1
241,ARXIS MEDIA,1
242,ARXIS PRESSE,1
243,ASAC - ASSOCIATION DE SECURITE ET D'ASSISTANCE COLLECTIVE,1
244,ASAHI SHIMBUN LTD,1
245,ASE PLERE AN NOU LITE,1
247,ASF AMOUR SANS FRONTIERE,1
265,"ASSOCIATION ""AIDE A L'EGLISE EN DETRESSE"" - AED",1
248,ASH,1
251,ASPHALT RINK EDITIONS,1
252,ASPIC,1
253,ASSOCIATED NEWSPAPERS LIMITED,1
254,ASSOCIATED PUBLICATIONS INC,1
255,ASSOCIATION  LA LORRAINE ROYALISTE,1
256,ASSOCIATION  LE JOURNAL DE PARIS NOTRE DAME,1
257,ASSOCIATION  NOUVELLE CATALAUNIE,1
258,"ASSOCIATION "" CHATOMUKH """,1
259,"ASSOCIATION "" LES AMI-E-S DE L'EMANCIPATION SYNDICALE ET PEDAGOGIQUE """,1
260,"ASSOCIATION "" LES POETES DE L'AMITIE - POÈTES SANS FRONTIERES""",1
261,"ASSOCIATION "" MIEUX SE DEPLACER A BICYCLETTE "" ( MDB )",1
262,"ASSOCIATION "" MOUVEMENT VIE LIBRE """,1
264,"ASSOCIATION ""ADTC""",1
153,AMATEUR DE CIGARES,1
152,AMANA,1
150,AM INTERNATIONAL,1
45,A TRIBUNE PUBLISHING COMPAGNY NEWSPAPER DAILY,1
52,A.M. INTERNATIONAL,1
51,A.D.P.D NOUVELLE DE LA BIGORRE,1
50,A.D.P. YSSINGEAUX,1
49,A.D.I.L (ASSOCIATION POUR LE DEVELOPPEMENT DE L'INFORMATION LOCALE),1
48,A&M EDITIONS 17,1
46,A VIVRE EDITION,1
44,A CIEL OUVERT -VIVRE RELIE A L'ESSENTIEL,1
149,ALTI PRESSE,1
43,A CAPELLA,1
42,A BETTER CHANCE EDITEURS,1
41,6PACK PUBLISHING,1
39,360 BUSNESSMEDIA,1
38,36 15 EDITIONS,1
37,2b2m,1
54,A10 PUBLISHers,1
55,ABBAYE D'EN CALCAT,1
56,ABBAYE DE FLEURY,1
57,ABBAYE SAINT GUENOLE,1
58,ABEILLE BIP,1
59,ABEILLE DE FRANCE,1
60,ABUS DANGEREUX,1
61,ACADEMIE DE PHILATELIE,1
62,ACADEMIE DES SCIENCES LETTRES ET ARTS D'AGEN,1
63,ACADEMIE INTERNATIONALE DE COUPE DE PARIS (AICP),1
64,ACADEMIE NATIONALE DE L'OPERETTE  (ANAO),1
65,ACAT,1
66,ACBM,1
67,ACCAP - ASSOCIATION DES CHEMINOTS COMBATTANTS ANCIENS PRISONNIERS,1
68,ACEP,1
69,"ACFOS - ACTION, CONNAISSANCE, FORMATION POUR LA SURDITÉ",1
70,ACORIS MUTUELLES,1
36,2CV MEDIAS,1
34,2A2B,1
33,20 MINUTES FRANCE,1
16,"""LES FICHES DU CINEMA""",1
2,"""AQUÒ D'AQUI""",1
3,"""CASSEURS DE PUB""",1
4,"""CEUX DE VERDUN, LEURS DESCENDANTS ET LEURS AMIS""",1
5,"""COLLEGE DE PATAPHYSIQUE""",1
6,"""CONFLUENCES 81""",1
7,"""CONNAISSANCE DE LA MEUSE""",1
8,"""FEDERATION DEPARTEMENTALE DE LOIRE- ATLANTIQUE DU PARTI SOCIALISTE""",1
9,"""FRANCE-ARMENIE""",1
10,"""JOURNAL INTERPAROISSIAL""",1
11,"""L'ASSOMPTION ET SES ŒUVRES""",1
12,"""LA BOUINOTTE""",1
13,"""LE VIEUX PAPIER"" ASSOCIATION ARCHEOLOGIQUE, HISTORIQUE ET ARTISTIQUE",1
14,"""LES AMIS DE L'ENTRAIDE SALESIENNE""",1
15,"""LES AMIS DE L'ILE DE NOIRMOUTIER""",1
17,"""MISSION DE FRANCE""",1
32,2 EME EDITION,1
18,"""NUANCE PUBLICATIONS""",1
19,"""OEUVRE D'ORIENT""",1
20,"""PEN KIRIAK""",1
21,"""PRÊTRES DU PRADO""",1
22,"""SAUMUR"" ANORABC",1
23,"""SOCIETE DE MYTHOLOGIE FRANCAISE""",1
24,"""SOCIETE PREHISTORIQUE FRANCAISE""",1
25,"""TRAVERSES EN PSYCHIATRIE ET AUTRES LIEUX, QU'EN EST-IL DE L'HUMAIN?""",1
26,"""U RIBOMBU INTERNAZIUNALE""",1
27,"""VIENS ET VOIS""",1
28,"""VILLAGES LORRAINS""",1
29,10 MEDIAS,1
30,1633,1
31,2 CV MEDIAS,1
71,ACTA MEDIA,1
72,ACTE PRESSE,1
73,ACTES SUD,1
129,ALBA VERBA,1
113,AGRI ARDENNES,1
114,AGRI INFORMATIONS 79,1
115,AGRI-PRESS D'ANCENIS,1
116,AGRICULTURE ET INFORMATION,1
117,AGRIF,1
118,AGRONOMES ET VETERINAIRES SANS FRONTIERES AVSF,1
120,AIE SRL,1
122,AIX PRESSE,1
123,AIX-ECHOS,1
124,AJ PRESSE,1
125,AJI GESTION POUR L'EDUCATION,1
126,AKI ESTAMOS LES AMIS DE LA LETTRE SEPHARADE,1
127,AL ARAB MEDIA GROUP,1
128,AL QUDS AL-ARABi Publishing LTD,1
130,ALCYON,1
110,AGENCE POUR LA PREVENTION DES DESORDRES ET L'AMELIORATION DE LA QUALITE DE LA CONSTRUCTION,1
131,ALCYON CONSULTING,1
132,ALCYON MEDIA,1
133,ALEPS - ASSOCIATION POUR LA LIBERTE ECONOMIQUE ET LE PROGRES SOCIAL,1
134,ALFA EDITIONS,1
135,ALICE EDITIONS,1
137,ALLIER GENEALOGIE,1
138,ALMONA BHATIA ON BEHALF OF CONDE NAST INDIA PVT LTD,1
139,ALOHA,1
142,ALPES AZUR EDITIONS,1
143,ALPES ET MIDI,1
144,ALPHA COMEDIA,1
145,ALPHA MEDIA PUBLISHING Inc,1
146,ALTERMONDES INFORMATIONS,1
148,ALTERNATIVES ET LIBERTE,1
111,AGIR CONTRE LE COLONIALISME AUJOURD'HUI (ACCA),1
109,AGENCE FRANCAISE POUR LA BIODIVERSITE,1
74,ACTION AGRICOLE PICARDE,1
90,ADCPG-CATM DE CHARENTE MARITIME,1
75,ACTION CATHOLIQUE DES FEMMES,1
76,ACTION CATHOLIQUE DES MILIEUX INDEPENDANTS,1
77,ACTION CATHOLIQUE DES MILIEUX SANITAIRES ET SOCIAUX,1
78,ACTION CATHOLIQUE OUVRIERE,1
79,ACTION DES CHRETIENS POUR L'ABOLITION DE LA TORTURE,1
80,ACTION FAMILIALE ET SCOLAIRE,1
81,ACTION FUTURE,1
82,ACTION SOCIALE,1
84,ACTION-CRITIQUE MEDIAS,1
85,ACTU NC,1
86,ACTUALITES GENERALES PARKINSONIENNES EN MEMOIRE DE MARCEL BESNARD,1
87,AD HOC SOCIAL,1
88,AD NIEUWSMEDIA BV DE PERSGROEP NEDERLAND,1
89,ADAPEMONT,1
91,ADELINE MEDIA LTD,1
107,AGENCE DE DIFFUSION ET D' INFORMATION RURALES,1
92,ADP MONTS ET VALS,1
93,ADP PAROISSE DE BRIOUDE,1
94,ADP PAROISSE DE SAUGUES,1
95,ADP SECTEUR PAROISSES DU PUY,1
96,ADSF,1
97,"ADVANCE MAGAZINE PUBLISHERS, INC.",1
99,AEDON PRODUCTIONS,1
100,AEMIC,1
101,AEP - REVUE,1
102,AERODEFENSENEWS,1
103,AFAR MEDIA LLC,1
104,AFDET,1
105,AFRIQUE EDUCATION,1
106,AGENCE CINQUIEME COLONNE,1
300,ASSOCIATION ANCRAGE EN PARTAGE,1
301,ASSOCIATION ANFOPEIL,1
302,ASSOCIATION AUGUSTE LE SOURD POUR LA MAINTENANCE DE LA REVUE DU VIVARAIS,1
494,ASSOCIATION FRANÇAISE DES CHEMINOTS POUR L'ESPÉRANTO (AFCE),1
500,ASSOCIATION IPNS,1
499,ASSOCIATION INTERNATIONALE DE L'ECOLE FRANCAISE DU TAMBOUR,1
498,ASSOCIATION INF'OGM - VEILLE CITOYENNE SUR LES OGM ET LES BIOTECHNOLOGIES,1
497,ASSOCIATION GARDAREM LO LARZAC,1
496,ASSOCIATION FRANÇAISE POUR L'INFORMATION SCIENTIFIQUE (AFIS),1
495,ASSOCIATION FRANÇAISE DES TRESORIERS D'ENTREPRISE ( AFTE ),1
493,ASSOCIATION FRANÇAISE DES CAPITAINES DE NAVIRES (AFCAN),1
451,ASSOCIATION DIOCESAINE DU MANS,1
492,ASSOCIATION FRANÇAISE D'AMITIÉ ET DE SOLIDARITÉ AVEC LES PEUPLES D'AFRIQUE (AFASPA),1
491,ASSOCIATION FRANCO-RUSSE PERSPECTIVES,1
490,ASSOCIATION FRANCE-PALESTINE SOLIDARITE (A.F.P.S),1
489,ASSOCIATION FRANCAISE POUR LA PRODUCTION FOURRAGERE,1
488,ASSOCIATION FRANCAISE POUR LA LECTURE,1
487,ASSOCIATION FRANCAISE POUR LA DIFFUSION DU DROIT D'AUTEUR NATIONAL ET INTERNATIONAL RIDA,1
501,ASSOCIATION JEANNE DE FRANCE,1
502,ASSOCIATION JEUNESSE ET MONTAGNE,1
503,ASSOCIATION KEIT VIMP BEV,1
504,ASSOCIATION KERUSSO,1
505,ASSOCIATION L'APPEL DU CIEL,1
506,ASSOCIATION L'AUTRE RIVE,1
507,ASSOCIATION L'HOMME DU 3EME MILLENAIRE,1
508,ASSOCIATION L.A.V.E. (ENTRE LOIRE ET ALLIER POUR VIVRE ENSEMBLE),1
509,ASSOCIATION LA FLAMME,1
510,ASSOCIATION LA TCHATCHE,1
511,ASSOCIATION LA VOIX PROTESTANTE,1
512,ASSOCIATION LE CEP,1
513,ASSOCIATION LE CHAHUT,1
514,ASSOCIATION LE POSTILLON,1
515,ASSOCIATION LE ROTARIEN,1
516,ASSOCIATION LECTURE JEUNESSE,1
517,ASSOCIATION LES CARNETS DU VENTOUX,1
486,ASSOCIATION FRANCAISE POUR L'ETUDE DU QUATERNAIRE - CNF INQUA,1
485,ASSOCIATION FRANCAISE POUR L'AVENIR DE LA CHASSE AUX CHIENS COURANTS (A.F.A.C.C.C 39) DU JURA,1
484,ASSOCIATION FRANCAISE DES POLYARTHRITIQUES ET DES RHUMATISMES INFLAMMATOIRES CHRONIQUES,1
467,ASSOCIATION DU ROSAIRE,1
453,ASSOCIATION DIOCESAINE SAINT-BRIEUC ET TREGUIER,1
454,ASSOCIATION DIOCESAINE d'Aire et de Dax,1
455,ASSOCIATION DIOCÉSAINE DE MARSEILLE,1
456,ASSOCIATION DIOCÉSAINE DE SAINT-BRIEUC ET TREGUIER,1
457,ASSOCIATION DIOCÉSAINE DE ST BRIEUC - TRÉGUIER,1
458,ASSOCIATION DOMINO,1
459,ASSOCIATION DU CORPS PREFECTORAL ET DES HAUTS FONCTIONNAIRES DU MINISTERE DE L'INTERIEUR,1
460,ASSOCIATION DU FOYER DES MISSIONS AFRICAINES,1
461,ASSOCIATION DU JOURNAL DE PAYS DE SAINT POURCAIN SUR SIOULE,1
462,ASSOCIATION DU JOURNAL DES ÉGLISES PROTESTANTES DE LA RÉGION DE STRASBOURG ENSEMBLE,1
463,ASSOCIATION DU JOURNAL DU PERIGORD NOIR,1
464,ASSOCIATION DU MESSAGER,1
465,ASSOCIATION DU MONUMENT DE NOTRE DAME DE LORETTE ET DE LA GARDE D'HONNEUR DE L'OSSUAIRE,1
466,ASSOCIATION DU MUSEE DE LA RESISTANCE NATIONALE,1
468,ASSOCIATION DU ROSAIRE LANGUEDOC-ROUSSILLON,1
483,ASSOCIATION FRANCAISE DES ENTRAINEURS DE SKI ALPIN,1
469,ASSOCIATION EDUCATIVE CULTURELLE ET DE LOISIRS SPORTIFS DE LA MONTAGNE HAUT HARNAISE,1
470,ASSOCIATION ETUDES THEOLOGIQUES ET RELIGIEUSES,1
471,"ASSOCIATION FEDEREE ""PELERINAGE DU ROSAIRE""",1
472,ASSOCIATION FERUS,1
473,ASSOCIATION FONDS MEMOIRE D'AUSCHWITZ,1
474,ASSOCIATION FORÊT MÉDITERRANÉENNE,1
475,ASSOCIATION FRANCAISE ATAXIE DE FRIEDREICH (AFAF),1
476,ASSOCIATION FRANCAISE BUCHENWALD DORA ET KOMMANDOS,1
477,ASSOCIATION FRANCAISE CONTRE LES MYOPATHIES AFM,1
478,ASSOCIATION FRANCAISE D'ASTRONOMIE - AFA,1
479,ASSOCIATION FRANCAISE DE CONCHYLIOLOGIE,1
480,ASSOCIATION FRANCAISE DE GEMMOLOGIE,1
481,ASSOCIATION FRANCAISE DE NORMALISATION,1
482,ASSOCIATION FRANCAISE DES AMIS DES CHEMINS DE FER (AFAC),1
518,ASSOCIATION LES COLLINES DU MAGNOAC,1
519,ASSOCIATION LI NOUVELLO DE PROUVENCO,1
520,ASSOCIATION LO BORNAT DAU PERIGORD,1
572,ASSOCIATION POUR LA FORMATION ET L'INFORMATION (AFI),1
558,ASSOCIATION PAYS DE BOURGOGNE,1
559,ASSOCIATION PEL DESVOLOPAMENT DE L'ESCRICH OCCITAN - ADEO,1
560,ASSOCIATION PEPS MAGAZINE,1
561,ASSOCIATION PEREMEMA,1
562,ASSOCIATION PERIODIQUES DES CAPUCINS,1
563,ASSOCIATION POUR DEFENDRE LA MEMOIRE DU MARECHAL PETAIN - A.D.M.P.,1
564,ASSOCIATION POUR L'EDITION DE BASTILLE  REPUBLIQUE  NATIONS,1
565,ASSOCIATION POUR L'EDUCATION NATUROPATHIQUE ET L'HYGIENE VITALE (ASENHYV),1
566,ASSOCIATION POUR L'ETUDE ET LA PENSEE DE SIMONE WEIL,1
567,ASSOCIATION POUR LA CONNAISSANCE DE L'ALLEMAGNE D'AUJOURD'HUI,1
568,ASSOCIATION POUR LA DIFFUSION D'EDUCATION PERMANENTE,1
569,ASSOCIATION POUR LA DIFFUSION DE L'INFORMATION EN PERIGORD,1
570,ASSOCIATION POUR LA DIFFUSION DE LA PENSEE PROTESTANTE,1
571,ASSOCIATION POUR LA DIFFUSION ET LA DEFENSE DE LA DOCTRINE CATHOLIQUE TRADITIONNELLE - A.D.C.T.,1
573,ASSOCIATION POUR LA FORMATION ET L'INFORMATION EN RURAL,1
556,ASSOCIATION NOTRE-DAME DE MONTLIGEON,1
574,ASSOCIATION POUR LA PROMOTION DE L'EXPRESSION LIBRE,1
575,ASSOCIATION POUR LA PROMOTION ET LE DEVELOPPEMENT DU SYNDICALISME (APDS),1
576,ASSOCIATION POUR LA REVUE OC,1
577,ASSOCIATION POUR LA SAUVEGARDE DU PATRIMOINE CULTUREL DES JUIFS D'EGYPTE ( ASPCJE ),1
578,ASSOCIATION POUR LE DEVELOPPEMENT DES OEUVRES SOCIALES DES SAPEURS-POMPIERS DE PARIS  - ADOSSPP,1
579,ASSOCIATION POUR LE DEVELOPPEMENT DES PUBLICATIONS  DE LA WIZO,1
580,ASSOCIATION POUR LE DEVELOPPEMENT DES TECHNIQUES DE TRANSPORT D'ENVIRONNEMENT ET DE CIRCULATION (ATEC),1
581,ASSOCIATION POUR LE RENOUVEAU DE LA BASTIDE DE MIRANDE,1
582,ASSOCIATION PRODIMARQUES,1
583,ASSOCIATION RADIOFIL,1
584,ASSOCIATION READAPTATION ET DEFENSE DES DEVENUS-SOURDS (ARDDS-CARAVELLE)),1
585,ASSOCIATION REFORME,1
586,ASSOCIATION RENAISSANCE DU VIEUX METZ ET DES PAYS LORRAINS,1
587,ASSOCIATION RESISTANCES COMMUNISTES,1
557,ASSOCIATION PAUL LANGEVIN,1
555,ASSOCIATION NATIONALE POUR LES SOURDS AVEUGLES ET SOURDS MALVOYANTS (ANPSA),1
521,ASSOCIATION MALIKALICE,1
537,ASSOCIATION NATIONALE DES COMBATTANTS VOLONTAIRES DE LA RESISTANCE (ANCVR),1
523,ASSOCIATION MIEUX PRESCRIRE,1
524,ASSOCIATION MOUVEMENT DE LA PAIX,1
525,"ASSOCIATION NATIONALE DE DEFENSE DES MALADES, INVALIDES ET HANDICAPES - A.M.I.",1
526,ASSOCIATION NATIONALE DE FORMATION DES ORGANISTES LITURGIQUES (ANFOL),1
527,ASSOCIATION NATIONALE DES ANCIENS COMBATTANTS DE LA RESISTANCE (ANACR),1
528,ASSOCIATION NATIONALE DES ANCIENS COMBATTANTS DE LA RESISTANCE (ANACR) - COMITÉ DÉPARTEMENTAL DE LA GIRONDE,1
529,ASSOCIATION NATIONALE DES ANCIENS COMBATTANTS DE LA RESISTANCE - COMITE DEPARTEMENTAL DE L'AVEYRON,1
530,ASSOCIATION NATIONALE DES ANCIENS COMBATTANTS DE LA RESISTANCE COMITÉ DEPARTEMENTAL DE L'ISÈRE,1
531,ASSOCIATION NATIONALE DES ANCIENS COMBATTANTS ET AMI(E)S  DE LA RESISTANCE - ANACR,1
532,ASSOCIATION NATIONALE DES ANCIENS COMBATTANTS ET AMI(E)S DE LA RESISTANCE COMITE D'INDRE ET LOIRE,1
533,ASSOCIATION NATIONALE DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE DES DOUANES DE FRANCE ET D'OUTRE-MER,1
534,ASSOCIATION NATIONALE DES ASSISTANTS DE SERVICE SOCIAL ( ANAS ),1
535,ASSOCIATION NATIONALE DES CHASSEURS DE GIBIER D'EAU (ANCGE),1
536,ASSOCIATION NATIONALE DES CHASSEURS DE GRAND GIBIER (ANCGG),1
538,ASSOCIATION NATIONALE DES CONSEILLERS CONJUGAUX ET FAMILIAUX,1
554,ASSOCIATION NATIONALE POUR LA MEMOIRE DES RESISTANTS ET PATRIOTES EMPRISONNES A EYSSES,1
539,ASSOCIATION NATIONALE DES CROIX DE GUERRE ET DE LA VALEUR MILITAIRE - A.N.C.G.V.M.,1
540,ASSOCIATION NATIONALE DES DIRECTEURS FINANCIERS ET DE CONTROLE DE GESTION,1
541,ASSOCIATION NATIONALE DES ELUS DE LA MONTAGNE,1
